RecordID,Code,Category,Description,Size,Total Inventory,Price,Sale Price,Sale End Date
3813,170037,TEQUILA,TEQUILA ZARPADO REPOSADO 750ML,750ML,0,25.99,,
3814,358408,IMPORTED GIN,DRUMSHANBO GUNPOWDER IRISH GIN - 750ML (1 Bottle),750ML,204,38.99,30.99,46022
3815,297024,AMERICAN WHITE,JOSH CELLARS RESERVE BUTTERY CHARDONNAY - 750ML,750ML,0,17.99,,
3816,30180,DOMESTIC GIN,GILBEY'S GIN - 750ML,750ML,0,8.99,,
3817,26964,AUSTRALIAN,YELLOW TAIL CHARD - 1.5L,1.5L,1908,13.99,,
3818,359718,SPANISH/PORTUGUESE,DOMINIO DE PUNCTUM SIN SULFITOS TEMPRANILLO - 750ML,750ML,0,17.99,,
3819,76348,DOMESTIC VODKA FLAVORS,NEW AMSTERDAM VODKA - RASPBERRY - 750ML,750ML,0,12.99,,
3820,167595,SHERRY,TIO PEPE SHERRY FINO KOSHER 750ML,750ML,0,28.99,,
3821,28404,DOMESTIC BOTTLE BEER,FLYING DOG BLOODLINE NR - 12.0Z (6-Pack),6pk,12840,12.99,,
3822,66036,ITALIAN WHITE WINE,BELLA SERA P/GRIG - 1.5L,1.5L,678,16.99,,
3823,171603,GEORGIAN WINE,CAUCASUS VALLEY POMEGRANATE RED 750ML,750ML,0,19.99,,
3824,38687,IMPORTED RUM,CASTILLO RUM - GOLD - 1.75L,1.75L,384,18.99,,
3825,167872,STRAIGHT BOURBON WHISKEY,WHEEL HORSE BOURBON TOASTED 750ML,750ML,0,29.99,,
3826,42267,NON-ALCOHOLIC MIXERS,FEVER TREE CLUB SODA 3/8PK CAN - 150ML (8-Pack),8pk,9288,10.99,,
3827,244092,AMERICAN RED,CHARLES KRUG NAPA CAB SAUV SLINSEN VYD - 750ML,750ML,0,147.99,,
3828,27685,IMPORTED SCOTCH,BALLANTINE'S SCOTCH - 1.75L,1.75L,90,31.99,,
3829,20137,DOMESTIC RUM,LOVETON FARMS SIENNA SPIRITS AZ REAPER 750ML,750ML,0,32.99,,
3830,344989,ITALIAN WHITE WINE,PARADOSSO VENETO PINOT GRIGIO 750 - 750ML,750ML,0,11.99,,
3831,88935,STRAIGHT BOURBON WHISKEY,NASHVILLE BARREL CO STRAIGHT BOURB WHISKEY PLDC CASK STRENGTH - 750ML,750ML,0,99.99,,
3832,11207,STRAIGHT BOURBON WHISKEY,MAKER'S MARK 90P - 1L,1L,1392,43.99,,
3833,27383,IMPORTED SCOTCH,DUGGAN'S DEW SCOTCH - 1.75L,1.75L,150,27.99,,
3834,167665,AMERICAN RED,SILVER GATE PINOT NOIR 750ML,750ML,0,8.99,,
3835,244661,DOMESTIC CORDIALS,ARROW MENTHE GREEN 1L,1L,0,7.29,,
3836,348286,AMERICAN WHITE,BOORDY LANDMARK ALBARINO - 750ML,750ML,0,19.99,,
3837,169811,MISCELLANEOUS IMPORTED SPIRITS,THE LAKES WHISKYMAKERS RESERVE #4 750ML,750ML,0,118.99,,
3838,69264,IMPORTED CORDIALS,GRAND MARNIER CORDON ROUGE - 50ML,50ML,3600,4.49,,
3839,239464,STRAIGHT BOURBON WHISKEY,BARDSTOWN BOURB CO DISCOVERY SERIES KY STRAIGHT BOURB WHISKEY - 750ML,750ML,0,169.99,,
3840,32158,IMPORTED GIN,TANQUERAY GIN - 375ML,375ML,0,14.99,,
3841,25603,DOMESTIC BOTTLE BEER,FLYING DOG THE TRUTH NR - 12.0Z (6-Pack),6pk,24144,12.99,,
3842,239002,IMPORTED CORDIALS,JINRO CHAMISUL ORIGINAL SOJU - 375ML,375ML,700,7.99,,
3843,42136,SPANISH/PORTUGUESE,IZIDRO MADEIRA FINE RICH - 750ML,750ML,0,75.99,,
3844,17042,TEQUILA,400 CONEJOS TOBALA MEZCAL 750ML,750ML,0,44.99,,
3845,242204,IRISH WHISKEY,BUSKER IRISH WHISKEY - 750ML,750ML,0,25.99,,
3846,238629,LOIRE VALLEY WINE,MARY TAYLOR ANJOU BLANC - 750ML,750ML,0,21.99,,
3847,244121,AMERICAN TABLE WINE,MENAGE A TROIS SWEET COLLECTION SULTRY RED - 750ML,750ML,0,12.99,,
3848,237416,ITALIAN RED WINE,FARINA AMARONE DELLA VALP CLASS - 750ML,750ML,0,55.99,,
3849,232008,ARGENTINA,BODEGAS TONEL 46 RES MALB - 750ML,750ML,108,19.99,,
3850,40947,RHONE RED WINE,ANDRE BRUNEL CDR ROUGE - 750ML,750ML,0,15.99,,
3851,298583,AMERICAN TABLE WINE,GAME BOX PINOT GRIGIO BIB 3L,3L,0,22.99,,
3852,348455,IRISH WHISKEY,JAMESON IRISH WHISKEY 18YR - 750ML,750ML,0,178.99,,
3853,244128,TEQUILA,YAVE BLANCO TEQUILA - 750ML,750ML,0,41.99,,
3854,83534,AMERICAN RED,TURNING LEAF CAB - 1.5L,1.5L,0,13.99,,
3855,41092,COGNAC,COURVOISIER COGNAC VS - 1L,1L,0,46.99,,
3856,11843,BOTTLED IN BOND,KENTUCKY GENTLEMAN - 750ML,750ML,48,7.99,,
3857,241699,AMERICAN RED,THE PRISONER P/NOIR - 750ML,750ML,0,46.99,,
3858,305989,RED BURGUNDY WINE,RESERVA DE LA SAURINE RED - 750ML,750ML,0,10.99,,
3859,166726,NON-ALCOHOLIC MIXERS,BITTERMILK #4 NEW ORLEANS OLD FASHIONED ROUGE - 8.0Z,8.0Z,0,14.99,,
3860,10442,TEQUILA,OLMECA ALTOS TEQ - PLATA - 750ML,750ML,246,31.99,,
3861,85700,WINE CANS,DARK HORSE ROSE BUBBLES - CAN - 375ML,375ML,492,6.99,,
3862,54170,STRAIGHT BOURBON WHISKEY,YELLOWSTONE HAND PICKED BOURBON  - 23303 - 750ML,750ML,0,56.99,,
3863,85065,AMERICAN WHITE,J LOHR RIVERSTONE CHARD - 750ML (1 Bottle),750ML,612,15.99,12.99,46022
3864,167736,DOMESTIC VODKA,PLUSH PLUM VODKA 750ML,750ML,0,24.99,,
3865,296893,AUSTRALIAN,19 CRIMES THE UPRISING RED BLEND - 750ML,750ML,360,12.99,,
3866,88915,STRAIGHT RYE WHISKEY,WILDERNESS TRAIL S/B (GREEN) KY STRAIGHT RYE WHISKEY CASK STRENGTH - 750ML,750ML,0,71.99,,
3867,242077,AMERICAN WHITE,JOSH CELLARS PROSECCO - 750ML (1 Bottle),750ML,1080,18.99,14.99,46022
3868,46302,DOMESTIC VODKA FLAVORS,SMIRNOFF VODKA - VANILLA TW - 750ML,750ML,0,13.99,,
3869,73608,MISCELLANEOUS IMPORTED SPIRITS,BOLS VERY OLD FASHIONED - 200ML,200ML,0,5.99,,
3870,433497,SPANISH/PORTUGUESE,BURGO VIEJO RIOJA CRIANZA - 750ML,750ML,12,16.99,,
3871,232430,AUSTRALIAN,HICKINBOTHAM 'THE PEAKE' CAB/SHZ - 750ML,750ML,0,182.99,,
3872,228507,IRISH WHISKEY,JAMESON ORANGE 10/12PK - 50ML (12-Pack),12pk,0,32.99,,
3873,80314,SHERRY,TAYLOR DRY SHERRY - 3L,3L,40,25.99,,
3874,367040,AMERICAN RED,MATTHEWS CLARET - 750ML,750ML,0,61.99,,
3875,77003,SPARKLING,ROEDERER EST BRUT 750ML,750ML,0,42.99,,
3876,18886,LIQ BASED RTD,CUTWATER STRAWBERRY MARGARITA 6/4 CAN - 12.0Z (4-Pack),4pk,24,12.99,,
3877,88168,TEQUILA,COMISARIO TEQUILA - REPOSADO - 750ML,750ML,0,47.99,,
3878,350864,AMERICAN RED,J PHELPS NAPA CAB 14 - 750ML,750ML,0,112.99,,
3879,70701,NON-ALCOHOLIC MIXERS,MASTER OF MIXES MARGARITA-NA - 1.75L,1.75L,486,8.99,,
3880,79994,SINGLE MALT SCOTCH,ABERLOUR 12 YR SM SCOTCH 6/CS - 750ML,750ML,54,58.99,,
3881,244029,DOMESTIC LIQUOR SPECIALTY,BIRD DOG WHISKEY - PEANUT BUTTER - 750ML,750ML,0,21.99,,
3882,83198,AMERICAN WHITE,STORYPOINT CHARD - 750ML,750ML,0,14.99,,
3883,84301,AMERICAN WHITE,SUTTER HOME S/BLC - 187ML,187ML,18432,2.99,,
3884,297307,MISCELLANEOUS IMPORTED SPIRITS,GIN LANE 1751 LONDON DRY GIN 1.75L,1.75L,0,55.99,,
3885,122475,ARGENTINA,ZOLO MENDOZA MAL - 750ML,750ML,0,13.99,,
3886,23193,IMPORTED BOTTLE BEER,GUINNESS STOUT 2/12 - NR - 12.0Z (12-Pack),12pk,49200,22.99,,
3887,169642,DOMESTIC CORDIALS,LS CREAM LIQUEUR 750ML,750ML,0,39.99,,
3888,297287,NON-ALCOHOLIC MIXERS,MASTER OF MIXES BIG BUCKET STRAWBERRY MARGARITA 4/96OZ - 96.0Z,96.0Z,0,9.99,,
3889,325365,ITALIAN WHITE WINE,TROPICAL MOSCATO MANGO 750ML,750ML,0,13.99,,
3890,87068,SPARKLING,CHANDON CALIFORNIA BL DE NOIR - 750ML,750ML,324,26.99,,
3891,236436,TEQUILA,CODIGO 1530 REPOSADO TEQUILA - 750ML,750ML,144,73.99,,
3892,89347,BLENDED WHISKEY,BARRELL FOUND BOURB 5YR BLEND OF STRAIGHT BOURB WHISKEYS - 750ML,750ML,0,63.99,,
3893,83771,AMERICAN BLUSH,SUTTER HOME WH/ZIN - 1.5L,1.5L,1452,14.99,,
3894,66967,DOMESTIC NON ALCOHOLIC BEER,MICH ULTRA ZERO 4/6 NR - 12.0Z (6-Pack),6pk,888,9.99,,
3895,82684,IMPORTED VODKA,STOLICHNAYA VODKA RAZBERI 750ML,750ML,216,21.99,,
3896,391395,AMERICAN RED,L'ECOLE 41 RED - 750ML,750ML,0,29.99,,
3897,36790,IMPORTED VODKA,KETEL ONE VODKA - 1.75L (1 Bottle),1.75L,582,46.99,38.99,46022
3898,91066,STRAIGHT BOURBON WHISKEY,BASIL HAYDEN 10YR 750ML,750ML,0,67.99,,
3899,241827,IMPORTED VODKA FLAVORS,SVEDKA VODKA CHERRY LIMEADE - 750ML,750ML,0,12.99,,
3900,71818,DOMESTIC VODKA FLAVORS,NEW AMSTERDAM VODKA - GRAPEFRUIT - 750ML,750ML,0,11.99,,
3901,26972,AUSTRALIAN,YELLOW TAIL SHZ/CAB - 1.5L,1.5L,666,13.99,,
3902,75470,STRAIGHT BOURBON WHISKEY,WOODFORD RESERVE KY STRAIT - 1.75L (1 Bottle),1.75L,1122,69.99,58.99,46022
3903,249238,IMPORTED RUM FLAVORS,PARROT BAY COCONUT 42PF - 1.75L PET,1.75L,0,17.99,,
3904,231968,SPANISH/PORTUGUESE,OLARRA CLASICO RESA RIOJA - 750ML,750ML,0,22.99,,
3905,88577,AMERICAN WHITE,LA CREMA MONTEREY CHARD - 750ML,750ML,2136,19.99,,
3906,13773,AMERICAN RED,TREFETHEN EB NAPA MERLOT - 750ML,750ML,0,45.99,,
3907,42177,TEQUILA,CASAMIGOS TEQUILA REPOSADO - 1L,1L,384,69.99,,
3908,72649,SESSION RTD,CROWN ROYAL WHISKEY COLA  - CAN - 6/4PK RTD - 355ML (4-Pack),4pk,192,13.99,,
3909,325414,NON-ALCOHOLIC WINE,SUTTER HOME FRE' WH ZIN - 750ML,750ML,0,12.99,,
3910,48396,STRAIGHT RYE WHISKEY,KNOB CREEK RYE 100 - 750ML,750ML,276,38.99,,
3911,27456,AMERICAN WHITE,BOGLE S/BLC - 750ML,750ML,1128,11.99,,
3912,72901,TEQUILA,KAH REPOSADO TEQUILA - 750ML,750ML,0,77.99,,
3913,67849,DOMESTIC VODKA FLAVORS,BURNETTS VODKA - CITRUS - 1.75L,1.75L,84,14.99,,
3914,68225,SHERRY,DRY SACK MEDIUM SHERRY - 750ML,750ML,0,17.99,,
3915,43270,IMPORTED CORDIALS,JINRO CHAMISOL SOJU (FRESH) - 375ML,375ML,0,6.99,,
3916,167670,DOMESTIC VODKA,RIEGERS PREMIUM WHEAT VODKA 750ML,750ML,0,28.99,,
3917,42467,LIQ BASED RTD,BUZZBALLZ COCKTAILS LOTTA COLADA - 200ML,200ML,1584,2.99,,
3918,69280,TEQUILA,GRAN CENTENARIO REPOSADA - 750ML,750ML,0,32.99,,
3919,48415,BLENDED WHISKEY,COMPASS BOX PEAT MONSTER BLENDED MALT SCOTCH WHISKY - 750ML,750ML,0,89.99,,
3920,88872,DOMESTIC VODKA,IRVINE'S PRECISION DISTILLED VODKA - 750ML,750ML,0,18.99,,
3921,51159,DOMESTIC CAN BEER,NB VOODOO RANGER HOPPY VP 2/12 CAN - 12.0Z (12-Pack),12pk,1152,23.99,,
3922,168106,AMERICAN RED,BLACKBOARD MERLOT 750ML,750ML,0,23.99,,
3923,358036,DOMESTIC RUM,LOST ARK VERAZZANO TSTD HAZELNUT & COFFEE RUM - 750ML,750ML,0,37.99,,
3924,243941,ITALIAN WHITE WINE,RIONDO PROSECCO EXTRA DRY - 187ML,187ML,0,5.99,,
3925,167669,BLENDED WHISKEY,RIEGERS KC WHISKEY 92 PROOF 750ML,750ML,0,48.99,,
3926,338914,AMERICAN RED,RABBLE PASO ROBLES CAB - 750ML,750ML,0,21.99,,
3927,61123,IMPORTED BRANDY,METAXA BRANDY - GRAND FINE - 750ML,750ML,0,54.99,,
3928,9997,IMPORTED BOTTLE BEER,HOEGAARDEN-NR - 12.0Z (6-Pack),6pk,3480,11.99,,
3929,241517,IMPORTED RUM FLAVORS,MALIBU STRAWBERRY - 750ML,750ML,0,22.99,,
3930,330850,AMERICAN RED,NOVELTY HILL CAB - 750ML,750ML,0,33.99,,
3931,23221,IMPORTED SCOTCH,JOHNNIE WALKER BLACK LABEL - 50ML,50ML,480,4.69,,
3932,89884,IRISH WHISKEY,BUSHMILLS PRIVATE RESERVE 10YR BURGUNDY CASK - 750ML,750ML,0,49.99,,
3933,86111,AMERICAN WHITE,ST SUPERY NAPA S/BLC - 750ML,750ML,0,25.99,,
3934,89626,BLENDED WHISKEY,COMPASS BOX GLASGOW BLEND SCOTCH WHISKY - 750ML,750ML,0,41.99,,
3935,11118,STRAIGHT BOURBON WHISKEY,BULLEIT BOURBON - 750ML,750ML,1788,28.99,,
3936,42240,ITALIAN RED WINE,VOLPAIA CHIANTI CLS - 750ML,750ML,0,34.99,,
3937,44012,IMPORTED GIN,HENDRICKS GIN - 1.75L (1 Bottle),1.75L,156,68.99,64.99,46022
3938,241022,DOMESTIC VODKA,STEEL BLU GLUTEEN FREE VODKA - 750ML,750ML,0,17.99,,
3939,70454,BLENDED WHISKEY,JIM BEAM - VANILLA 750ML,750ML,0,17.99,,
3940,89438,TEQUILA,CASA DRAGONES ANEJO TEQ (BOX) - 750ML,750ML,0,185.99,,
3941,356340,LOIRE VALLEY WINE,LE CHARMEL TOURAINE SAUVIGNON BLANC - 750ML,750ML,0,17.99,,
3942,30983,MALT BASE COOLERS,JIM BEAM KY COOLER 2/12 VP CAN - 12.0Z (12-Pack),12pk,0,19.99,,
3943,89062,IMPORTED RUM,ARTHUR WHEELER SPIRITS CO SIGNATURE CARIBBEAN RUM - 750ML,750ML,0,38.99,,
3944,359430,BLENDED WHISKEY,FIREBALL CINNAMON WHISKY CARRIER - 50ML (6-Pack),6pk,7560,5.99,,
3945,346108,SPARKLING,CUPCAKE SPK ROSE - 750ML,750ML,156,16.99,,
3946,170771,TEQUILA,CAZCANES NO.7 ANEJO - 750ML,750ML,0,158.99,,
3947,84310,AMERICAN RED,GEYSER PEAK CABERNET SAUVIGNON 750ML,750ML,276,10.99,,
3948,38083,IMPORTED RUM,BACARDI SUP WHITE RUM - 750ML,750ML,13116,13.99,,
3949,405809,AMERICAN WHITE,CANYON ROAD S/BLC - 750ML,750ML,120,7.59,,
3950,72170,DOMESTIC VODKA,DEEP EDDY VODKA - ORIGINAL - 50ML,50ML,0,1.49,,
3951,171134,DOMESTIC CORDIALS,MAGGIE'S FARM FALERNUM LIQUEUR 750ML,750ML,0,46.99,,
3952,245064,AMERICAN RED,HESS MAVERICK RANCH CABERNET SAUVIGNON - 750ML,750ML,0,21.99,,
3953,300662,BLENDED WHISKEY,DR STONERS SMOKY HERB WHISKEY - 750ML,750ML,0,29.99,,
3954,47587,PRE-MIX COCKTAILS,SKINNYGIRL WHITE CRANBERRY COSMO - 750ML,750ML,0,12.99,,
3955,361292,DOMESTIC VODKA FLAVORS,BOYD & BLAIR POMEGRANATE CODDER - 1L - 1LTR,1LTR,0,32.99,,
3956,42627,SOUR MASH WHISKEY,ST GEORGE SINGLE MALT WHISKEY LOT 21 - 750ML,750ML,0,84.99,,
3957,170504,AMERICAN WHITE,MATERRA SAUV BLANC 750ML,750ML,0,34.99,,
3958,42693,ASIAN,HEAVENSAKE JUNMAI GINJO (BLUE BABY) SAKE - 300ML,300ML,0,22.99,,
3959,10245,SPARKLING,CRICOVA BRUT SPARKLING NV - 750ML,750ML,1596,7.99,,
3960,70494,DOMESTIC VODKA FLAVORS,SVEDKA PEACH VODKA - 750ML,750ML,0,12.99,,
3961,85472,AMERICAN RED,GLEN ELLEN (CN) MER - 1.5L,1.5L,78,12.99,,
3962,68671,DOMESTIC CAN BEER,DENIZENS SOUTHSIDE WEST COAST IPA 4/6 CANS - 12.0Z (6-Pack),6pk,5040,12.99,,
3963,73094,IMPORTED VODKA FLAVORS,CIROC VODKA - MANGO - 1.75L,1.75L,0,56.99,,
3964,342215,AMERICAN RED,JOEL GOTT #815 CABERNET SAUVIGNON - 750ML,750ML,1464,17.99,,
3965,396508,SPANISH/PORTUGUESE,DIBON CAVA BRUT RES NV - 750ML,750ML,624,16.99,,
3966,41916,NON-ALCOHOLIC MIXERS,FEVER TREE GINGER BEER 6/4PK - 200ML (4-Pack),4pk,6144,7.99,,
3967,381041,MISCELLANEOUS IMPORTED SPIRITS,ELEMENT IRISH WHISKEY FUSION R/1.0 6/700ML,700ML,0,63.99,,
3968,38989,DOMESTIC RUM,ARISTOCRAT RUM - LIGHT - 1.75L,1.75L,348,16.99,,
3969,42644,BLENDED WHISKEY,OLD ELK ARMAGNAC CASK FINISH BLENDED STRAIGHT BOURB WHISKEY - 750ML,750ML,0,107.99,,
3970,168013,DOMESTIC CORDIALS,SONO BLAZE ESPRESSO MARTINI 24/3PK 50ML (3-Pack),3pk,0,14.99,,
3971,14268,STRAIGHT BOURBON WHISKEY,JIM BEAM ORANGE 750ML,750ML,0,19.99,,
3972,74027,DOMESTIC VODKA,BRECKENRIDGE VODKA - 1.75L,1.75L,0,38.99,,
3973,83770,AMERICAN RED,MADRIA SANGRIA - 1.5L,1.5L,90,12.99,,
3974,298614,IMPORTED GIN,MALFY GIN - ORIGINALE - 750ML,750ML,0,28.99,,
3975,74365,TEQUILA,JOSE CUERVO TEQUILA TRADICIONAL REPOSADO - 750ML,750ML,72,28.99,,
3976,81876,AMERICAN BLUSH,FRANZIA VISTA PT SUNSET BLUSH - 5L (1 Bottle),5L,428,20.99,17.99,46022
3977,38628,TEQUILA,SAUZA CONMEMORATIVO ANEJO TEQUILA 750ML,750ML,96,18.99,,
3978,243737,AMERICAN RED,SKYFALL WASH ST CAB - 750ML,750ML,0,19.99,,
3979,300096,AMERICAN RED,DECOY PINOT NOIR 750ML,750ML,936,23.99,,
3980,243628,ITALIAN RED WINE,PERTINACE BARBARESCO NERVO - 750ML,750ML,0,76.99,,
3981,10480,ARMAGNAC,CHATEAU LAUBADE ARMAGNAC VSOP - 750ML,750ML,0,49.99,,
3982,88590,SPARKLING,LA MARCA PROSECCO ROSE - 750ML,750ML,1968,18.99,,
3983,10869,DOMESTIC CORDIALS,99 SCHNAPPS - PINEAPPLE - 750ML,750ML,0,12.99,,
3984,15381,LIQ BASED RTD,DEVILS BACKBONE CRANBERRY SMASH RTD 6/4 CANS - 12.0Z (4-Pack),4pk,0,12.99,,
3985,241306,AUSTRALIAN,19 CRIMES SAUVIGNON BLOCK - 750ML,750ML,0,12.99,,
3986,85057,AMERICAN RED,J LOHR SEVEN OAKS CAB - 750ML (1 Bottle),750ML,372,18.99,15.99,46022
3987,32246,DOMESTIC LIQUOR SPECIALTY,OLE SMOKY SOUR RAZZIN 40 750ML,750ML,0,27.99,,
3988,379213,TEQUILA,PURASANGRE TEQUILA ANEJO 80 PF - 750ML,750ML,0,90.99,,
3989,170775,AMERICAN RED,ELK COVE LA BOHEME P/NOIR 750ML,750ML,0,68.99,,
3990,72675,PRE-MIX COCKTAILS,BULLEIT BOURBON - MANHATTAN - RTD - 750ML,750ML,0,28.99,,
3991,329339,ARGENTINA,SANTA JULIA ORGANICA CHARD - 750ML,750ML,0,13.99,,
3992,243735,AMERICAN RED,SKYFALL WASH ST RED BLEND - 750ML,750ML,0,19.99,,
3993,41190,COGNAC,MARTELL COGNAC - CORDON BLEU - 750ML,750ML,0,224.99,,
3994,70803,RED BORDEAUX WINE,CH MOUTON ROTHCHILD '20 - 750ML,750ML,0,752.99,,
3995,158,STORE SUPPLIES,ROSSINI WN BTL (DECAL) ACCESSORIES SET - BAG,BAG,0,14.99,,
3996,81551,ARGENTINA,TILIA MALBEC - 750ML,750ML,36,13.99,,
3997,17216,DOMESTIC VODKA,WISHER VODKA 750ML,750ML,0,41.99,,
3998,66989,DOMESTIC CAN BEER,SIERRA NEVADA HAZY IPA VP 2/12 CANS - 12.0Z (12-Pack),12pk,5904,19.99,,
3999,28851,CANADIAN WHISKEY,CANADIAN CLUB WHISKY - 1.75L (1 Bottle),1.75L,744,17.99,14.99,46022
4000,297711,STRAIGHT RYE WHISKEY,WHISTLEPIG PIGGYBACK BOURBON 6YR 750ML,750ML,84,55.99,,
4001,234102,AMERICAN WHITE,BOGLE VYDS PHANTOM CHARD - 750ML,750ML,0,15.99,,
4002,52051,AMERICAN WHITE,J LOHR RIVERSTONE CHARD - 375ML,375ML,0,8.99,,
4003,371836,MISCELLANEOUS IMPORTED WINE,RIUNITE FRUIT FRESHERS PEACH ROSEHIP - 750ML,750ML,0,9.99,,
4004,40417,ITALIAN RED WINE,GAJA BARBARESCO 6/CS - 750ML,750ML,0,369.99,,
4005,71358,ITALIAN RED WINE,CAVALIERE D'ORO GABBIANO CHIANTI - 750ML,750ML,120,10.99,,
4006,82003,AMERICAN WHITE,CK MONDAVI P/GRIG - 750ML,750ML,0,8.99,,
4007,83739,AMERICAN RED,BOGLE ZIN - 750ML,750ML,936,11.99,,
4008,428096,AMERICAN BLUSH,BARNARD GRIFFIN SANG RSE - 750ML,750ML,0,18.99,,
4009,37885,AMERICAN WHITE,J LOHR ARROYO CHARD - 750ML,750ML,0,21.99,,
4010,40941,IMPORTED VODKA FLAVORS,GREY GOOSE LE POIRE - 750ML,750ML,306,33.99,,
4011,170801,LIQ BASED RTD,COPPA COCKTAILS PINA COLADA 750ML,750ML,0,17.99,,
4012,406040,CHILE,CARTA VIEJA S/BLC - 1.5L,1.5L,0,14.99,,
4013,247162,RED BORDEAUX WINE,CH PERRUCHON LUSSAC-ST EMILION - 750ML,750ML,0,15.99,,
4014,89106,BLENDED WHISKEY,TRAVERSE CITY WHISKEY BARREL PROOF COMMEMORATIVE WOOD BOX 4PK - 200ML (4-Pack),4pk,0,143.99,,
4015,238335,STRAIGHT RYE WHISKEY,CATOCTIN CREEK RAGNAROK RYE WHISKY - 750ML,750ML,0,104.99,,
4016,240840,WINE-BASED COOLERS,BUZZBALLZ CHILLERS WATERMELON CHILLER 24/CS - 187ML,187ML,888,3.99,,
4017,247132,NON-ALCOHOLIC WINE,MIONETTO ALC-REMOVED SPARK - 750ML,750ML,174,15.99,,
4018,15412,AMERICAN WHITE,WOODBRIDGE BUTTERY CHARD - 1.5L,1.5L,570,16.99,,
4019,79739,IMPORTED CORDIALS,YUKON JACK LIQUEUR - 1.75L,1.75L,0,26.99,,
4020,89433,SINGLE MALT SCOTCH,BALLECHIN HIGHLAND S/M SCOTCH WHISKY 12YR OLOROSO CASK - 700ML,700ML,0,239.99,,
4021,18548,TEQUILA,GRAN CORAMINO CRISTALINO REPOSADA 750ML,750ML,192,49.99,,
4022,157,STORE SUPPLIES,ROSSINI DECANTER & GLASS SET - BAG,BAG,0,99.99,,
4023,240589,STRAIGHT RYE WHISKEY,ROSSVILLE UNION MASTER CRAFTED STRAIGHT RYE WHISKEY - 750ML,750ML,0,34.99,,
4024,331171,AUSTRALIAN,PARINGA SHZ - 750ML,750ML,0,14.99,,
4025,79618,VERMOUTH,MARTINI & ROSSI DRY VERMOUTH - 1.5L,1.5L,396,18.99,,
4026,90602,TEQUILA,JOSE CUERVO RSV DE LA FAM REPO TEQUILA 750ML,750ML,0,80.99,,
4027,42317,TEQUILA,CANTERA NEGRA SILVER TEQUILA - 750ML,750ML,0,38.99,,
4028,58009,SINGLE MALT SCOTCH,LAPHROAIG 10YR - CASK STRENGTH - 750ML,750ML,0,94.99,,
4029,84484,AMERICAN WHITE,GLEN ELLEN RES CHARD - 750ML,750ML,0,9.99,,
4030,44234,GERMAN WINE,GERSTACKER NURNBERGER GLUHWEIN - 1L,1L,972,9.99,,
4031,3999,DOMESTIC BOTTLE BEER,BLUE MOON BELGIAN WHITE 4/6 NR - 12.0Z (6-Pack),6pk,17376,10.99,,
4032,173282,AMERICAN WHITE,BARNARD GRIFFIN CHARD - 750ML,750ML,0,17.99,,
4033,89177,BLENDED WHISKEY,OLE SMOKY TENN SALTY CARAMEL WHISKEY - 375ML,375ML,0,17.99,,
4034,298600,CHAMPAGNE,BEAU  JOIE NATURE 750ML,750ML,0,94.99,,
4035,12528,DOMESTIC BRANDY,CHRISTIAN BROTHERS BRANDY - HONEY - 750ML,750ML,0,9.99,,
4036,238313,ARGENTINA,LAMADRID SINGLE VYD CAB - 750ML,750ML,0,17.99,,
4037,168271,IMPORTED BRANDY,MAGIC TREE ARMENIAN APRICOT BRANDY 750ML,750ML,0,25.99,,
4038,168107,IMPORTED RUM,TEN TO ONE RUM BLACK HISTORY MONTH ARTIST EDITION 750ML,750ML,0,74.99,,
4039,358236,DOMESTIC LIQUOR SPECIALTY,CHACHO BARREL FINISH JALAPENO AGUARDIENTE - 750ML,750ML,0,41.99,,
4040,75970,IMPORTED VODKA FLAVORS,CIROC VODKA - PINEAPPLE - 1.75L,1.75L,0,56.99,,
4041,240507,FLAVORED BRANDY,LAIRD'S APPLE BRANDY 100 PF BOTTLED IN BOND - 750ML,750ML,0,27.99,,
4042,42443,MISCELLANEOUS IMPORTED SPIRITS,TEMPUS FUGIT DUPLAIS SWISS ABSINTHE VERTE - 750ML,750ML,0,104.99,,
4043,356316,AMERICAN RED,SUNNY WITH A CHANCE OF FLOWERS P/NOIR - 750ML,750ML,0,14.99,,
4044,70120,TEQUILA,DON FULANO TEQUILA - ANEJO - 750ML,750ML,0,87.99,,
4045,171927,AMERICAN WHITE,K JACKSON VINT RES CHENIN BLANC 750ML,750ML,252,16.99,,
4046,166587,AMERICAN BLUSH,BOORDY LANDMARK ROSE DRY - 750ML,750ML,0,15.99,,
4047,75183,AMERICAN WHITE,BERINGER FOUNDERS EST CHARD - 750ML,750ML,0,10.99,,
4048,244660,DOMESTIC CORDIALS,ARROW MELON LIQUEUR 1L,1L,0,7.29,,
4049,114324,AMERICAN WHITE,CHALK HILL EB CHARD - 750ML,750ML,0,41.99,,
4050,46555,CHILE,TERRA NOBLE GRAN RES CARM - 750ML,750ML,0,22.99,,
4051,54219,DOMESTIC GIN,AVIATION GIN - DEAD POOL - 750ML,750ML,0,26.99,,
4052,84594,AMERICAN RED,BLACK BOX PINOT NOIR - 3L,3L,642,21.99,,
4053,66290,ITALIAN WHITE WINE,CAVALIERE D'ORO GABBIANO P/GRIG - 750ML,750ML,384,10.99,,
4054,49590,ITALIAN RED WINE,FATTORIA LA LECCIAIA BRUN MONT - 750ML,750ML,0,55.99,,
