RecordID,Code,Category,Description,Size,TotalInventory,Price,SalePrice,SaleEndDate,SnapshotDate,Availability
1322,241990,AMERICAN WHITE,CUPCAKE LIGHTHEARTED P/GRIGIO - 750ML,750ML,108,12.99,,,46010,InStock
1323,171354,ITALIAN RED WINE,DAMILANO BAROLO BRUNATE 750ML,750ML,0,104.99,,,46010,OutofStock
1324,66109,ITALIAN WHITE WINE,CAST BANFI SAN ANGELO P/GRIG - 750ML,750ML,360,19.99,,,46010,InStock
1325,57452,AMERICAN TABLE WINE,LINGANORE SPICED APPLE - SEASONAL - 750ML,750ML,0,13.99,,,46010,OutofStock
1326,82682,IMPORTED VODKA,STOLICHNAYA VODKA BLUEBERI 750ML,750ML,0,21.99,,,46010,OutofStock
1327,18757,AMERICAN RED,BLACK ANKLE ROLLING HILLS 750ML,750ML,0,49.99,,,46010,OutofStock
1328,20087,AMERICAN RED,BULLY HILL LOVE MY GOAT RED - 750ML,750ML,0,12.99,,,46010,OutofStock
1329,246309,IMPORTED CORDIALS,MOLLY'S IRISH CREAM LIQUEUR 750ML,750ML,0,14.99,,,46010,OutofStock
1330,42611,IRISH WHISKEY,SILKIE DARK IRISH WHISKEY - 50ML,50ML,0,6.59,,,46010,OutofStock
1331,246517,AMERICAN WHITE,DROP OF SUNSHINE CHARD - 750ML,750ML,0,19.99,,,46010,OutofStock
1332,339489,MISCELLANEOUS IMPORTED WINE,MASSAYA ROSE - 750ML,750ML,0,23.99,,,46010,OutofStock
1333,34835,IMPORTED CORDIALS,GRAND MARNIER CORDON ROUGE - 1.75L (1 Bottle),1.75L,432,79.99,62.99,46022,46010,InStock
1334,89777,LIQ BASED RTD,TIP TOP ESPRESSO MARTINI COCKT RTD 6/4PK - 100ML (4-Pack),4pk,0,23.99,,,46010,OutofStock
1335,82870,AMERICAN WHITE,SEAGLASS S/BLC - 750ML,750ML,1656,12.99,,,46010,InStock
1336,80189,SPARKLING,CUPCAKE MOSCATO D'ASTI - 750ML,750ML,492,16.99,,,46010,InStock
1337,19114,LIQ BASED RTD,CUTWATER MARGARITA VP 2/12 200ML CANS (12-Pack),12pk,0,27.99,,,46010,OutofStock
1338,83923,AMERICAN WHITE,BAREFOOT CEL RIESLING - 1.5L (1 Bottle),1.5L,156,14.99,12.99,46022,46010,InStock
1339,45278,NON-ALCOHOLIC MIXERS,ZING ZANG BLOODY MARY MIX - 32OZ - 32.0Z,32.0Z,204,7.99,,,46010,InStock
1340,13188,AMERICAN RED,YELLOW TAIL SHZ/CAB 750ML,750ML,0,8.99,,,46010,OutofStock
1341,352532,AMERICAN BLUSH,SUMMER WATER ROSE - 750ML,750ML,228,19.99,,,46010,InStock
1342,22780,IMPORTED VODKA FLAVORS,GREY GOOSE VODKA - L'ORANGE - 1L,1L,0,44.99,,,46010,OutofStock
1343,313972,AMERICAN RED,BAREFOOT CEL RED MOSCATO - 1.5L (1 Bottle),1.5L,84,14.99,12.99,46022,46010,InStock
1344,85961,AMERICAN WHITE,MIRASSOU MOSCATO - 750ML,750ML,132,11.99,,,46010,InStock
1345,85432,SPARKLING,LA MARCA PROSECCO - 187ML,187ML,3072,6.99,,,46010,InStock
1346,80319,SPARKLING,LA MARCA DOC DEMI SEC - 750ML (1 Bottle),750ML,1104,19.99,16.99,46022,46010,InStock
1347,81300,AMERICAN RED,CARLO ROSSI SWEET RED - 1.5L,1.5L,150,9.99,,,46010,InStock
1348,66975,DOMESTIC CAN BEER,SIERRA NEVADA TRAIL PASS VP N.A. 2/12 CAN - 12.0Z (12-Pack),12pk,8904,19.99,,,46010,InStock
1349,68034,TEQUILA,HERRADURA LEGEND ANEJO - 750ML,750ML,0,109.99,,,46010,OutofStock
1350,54444,IMPORTED SCOTCH,JOHNNIE WALKER BLACK - ICE MOLD & GLASS -750ML,750ML,0,39.99,,,46010,OutofStock
1351,20745,AMERICAN WHITE,WOODBRIDGE P/GRIG - 1.5L,1.5L,600,16.99,,,46010,InStock
1352,10431,DOMESTIC BOTTLE BEER,VICTORY GOLDEN MONKEY 4/6 NR - 12.0Z (6-Pack),6pk,648,13.99,,,46010,InStock
1353,54232,DOMESTIC CAN BEER,BEER FARM SUMMER PEACH CIDER 4/6 CAN - 12.0Z (6-Pack),6pk,0,13.99,,,46010,OutofStock
1354,247874,SPARKLING,ZOU LIMOUX DEMI SEC SPARK - 750ML,750ML,0,24.99,,,46010,OutofStock
1355,313992,MISCELLANEOUS IMPORTED SPIRITS,CHUM-CHURUM SOONHARI PEACH SOJU - 375ML,375ML,480,8.99,,,46010,InStock
1356,379045,AMERICAN TABLE WINE,VIBE - VENDANGE FRUIT PUNCH - 500ML,500ML,1056,3.99,,,46010,InStock
1357,38814,IMPORTED RUM,CASTILLO RUM - GOLD - 1L,1L,528,8.99,,,46010,InStock
1358,170796,TEQUILA,GRAND MAYAN SILVER TEQUILA 750ML,750ML,0,91.99,,,46010,OutofStock
1359,88459,WINE-BASED COOLERS,LIQS MANGO 1.5L - RTD,1.5L,0,14.99,,,46010,OutofStock
1360,88908,TEQUILA,CASA DEL SOL REPOSADO TEQUILA - 750ML,750ML,0,74.99,,,46010,OutofStock
1361,88860,DOMESTIC VODKA,STEEL BLU GLUTEEN FREE VODKA - 50ML,50ML,0,1.99,,,46010,OutofStock
1362,380812,AMERICAN RED,BJORNSON PINOT NOIR - 750ML,750ML,0,29.99,,,46010,OutofStock
1363,46464,ITALIAN RED WINE,PICCINI CHN CL - 750ML,750ML,0,19.99,,,46010,OutofStock
1364,45964,IMPORTED VODKA,CIROC LUXURY VODKA - 50ML,50ML,0,4.29,,,46010,OutofStock
1365,40438,IMPORTED SCOTCH,GLENLIVET 12YR - 50ML,50ML,0,4.89,,,46010,OutofStock
1366,87190,AMERICAN WHITE,ST FRANCIS SONOMA CHARD 750ML,750ML,444,18.99,,,46010,InStock
1367,15246,DOMESTIC CAN BEER,LONE OAK PEACH HARD SELTZER  6/4 16OZ CANS - 16.0Z (4-Pack),4pk,0,13.99,,,46010,OutofStock
1368,47791,TEQUILA,PATRON SILVER TEQ - 50ML,50ML,0,6.39,,,46010,OutofStock
1369,49030,AMERICAN RED,CHAPPELLET NAPA CAB - 750ML,750ML,0,116.99,,,46010,OutofStock
1370,84707,CHAMPAGNE,MOET & CHANDON IMPERIAL - 750ML,750ML,1002,67.99,,,46010,InStock
1371,50997,IMPORTED CORDIALS,BAILEYS IRISH CREAM - 375ML,375ML,204,19.99,,,46010,InStock
1372,247781,NON-ALCOHOLIC MIXERS,ST AGRESTIS PHONY ESPRESSO NEGRONI NA 16/2PK - 200ML NR (2-Pack),2pk,0,9.99,,,46010,OutofStock
1373,299964,TEQUILA,CASAMIGOS TEQUILA ANEJO - 1L,1L,258,76.99,,,46010,InStock
1374,14671,DOMESTIC RUM,CLANDESTINO TRADITIONAL PITORRO 750ML,750ML,0,36.99,,,46010,OutofStock
1375,81111,ARGENTINA,CYT FRONTERA MALBEC - 1.5L,1.5L,2598,10.99,,,46010,InStock
1376,240920,AMERICAN RED,IN SHEEP'S CLOTHING CAB - 750ML,750ML,492,22.99,,,46010,InStock
1377,88441,AMERICAN RED,APOTHIC CAL P/NOIR - 750ML,750ML,420,12.99,,,46010,InStock
1378,73594,BLENDED WHISKEY,JACK DANIELS WINTER JACK - 750ML,750ML,0,16.99,,,46010,OutofStock
1379,66303,ITALIAN WHITE WINE,RUFFINO ORVIETO CLASSICO V - 750ML (1 Bottle),750ML,624,13.99,11.99,46022,46010,InStock
1380,81560,AMERICAN WHITE,ICON MOSCATO - 750ML,750ML,168,11.99,,,46010,InStock
1381,89560,AMERICAN RED,19 CRIMES CALI SWEET RED - 750ML,750ML,0,14.99,,,46010,OutofStock
1382,41254,COGNAC,HENNESSY COGNAC VS - 750ML,750ML,1080,39.99,,,46010,InStock
1383,349291,MISCELLANEOUS IMPORTED WINE,HAKUSHIKA SNOW BEAUTY NIGORI - 300ML,300ML,108,17.99,,,46010,InStock
1384,54272,STRAIGHT BOURBON WHISKEY,FALLEN OAK BOURBON - 750ML,750ML,0,46.99,,,46010,OutofStock
1385,72402,IMPORTED VODKA FLAVORS,KETEL ONE BOTANICAL CUCUMBER & MINT - 750ML (1 Bottle),750ML,600,27.99,24.99,46022,46010,InStock
1386,42102,DOMESTIC CORDIALS,MR BOSTON'S - BLACK RASPBERRY - 1L,1L,0,6.99,,,46010,OutofStock
1387,83370,AMERICAN RED,BOTA BOX-OLD VINES ZIN(3/CS) - 3L,3L,366,21.99,,,46010,InStock
1388,54205,IMPORTED CORDIALS,BAILEYS CHURROS LIQUEUR - 50ML,50ML,0,3.49,,,46010,OutofStock
1389,71522,SINGLE MALT SCOTCH,GLENMORANGIE QUINTA RUBAN 14YR - 750ML,750ML,0,79.99,,,46010,OutofStock
1390,242090,IMPORTED RUM,DIPLOMATICO RES EXLCUSIVA - VAP 750ML,750ML,0,42.99,,,46010,OutofStock
1391,14633,AMERICAN SINGLE MALT,OLD LINE SINGLE MALT GOLDEN EDITION 750ML,750ML,0,92.99,,,46010,OutofStock
1392,54284,DOMESTIC RUM FLAVORS,TRENDSETTERS SPIRITS MANGO-PINEAPPLE RUM 750ML,750ML,0,21.99,,,46010,OutofStock
1393,232044,AMERICAN RED,CONCRETE CAB - 750ML,750ML,0,17.99,,,46010,OutofStock
1394,54326,DOMESTIC RUM,TRENDSETTERS SPIRITS HONEY MAPLE RUM 750ML,750ML,0,21.99,,,46010,OutofStock
1395,91071,LIQ BASED RTD,ON THE ROCKS PEAR WHSKY SOUR RTD 375ML,375ML,0,11.99,,,46010,OutofStock
1396,166853,AMERICAN BLUSH,SUTTER HOME FRUIT INFUSION PEACH 12/750ML,750ML,0,6.99,,,46010,OutofStock
1397,89352,STRAIGHT BOURBON WHISKEY,2XO AMERICAN OAK KY STRAIGHT BOURB WHISKEY - 750ML,750ML,0,43.99,,,46010,OutofStock
1398,86240,KOSHER,BARON HERZOG WH/ZIN - 750ML,750ML,276,10.99,,,46010,InStock
1399,298072,STRAIGHT RYE WHISKEY,BALLOTIN CHOC MOCHA WHISKEY CREAM 750ML,750ML,0,28.99,,,46010,OutofStock
1400,54091,IMPORTED SCOTCH,BUCHANANS GREEN SEAL - 750ML,750ML,0,96.99,,,46010,OutofStock
1401,336270,NON-ALCOHOLIC WINE,STELLA ROSA ROSE NA - 750ML,750ML,0,13.99,,,46010,OutofStock
1402,70912,RED BURGUNDY WINE,DUBOEUF BEAUJOLAIS NOUVEAU 750ML,750ML,0,14.99,,,46010,OutofStock
1403,380948,MISCELLANEOUS IMPORTED SPIRITS,VIAMUNDI MEZCAL ESPADIN 6/750ML,750ML,0,44.99,,,46010,OutofStock
1404,42479,LIQ BASED RTD,BUZZBALLZ COCKTAILS WATERMELON SMASH - 200ML,200ML,1392,2.99,,,46010,InStock
1405,16413,DOMESTIC CAN BEER,SILVER BRANCH SEASONAL SERIES 4/6 CANS - 12.0Z (6-Pack),6pk,0,13.99,,,46010,OutofStock
1406,71998,STRAIGHT RYE WHISKEY,BULLEIT RYE - 1.75L,1.75L,780,57.99,,,46010,InStock
1407,80783,AMERICAN RED,COPPOLA DIAM IVORY LABEL CAB - 750ML,750ML,1848,17.99,,,46010,InStock
1408,44639,IMPORTED CORDIALS,DOM DE CANTON - 750ML,750ML,168,29.99,,,46010,InStock
1409,54135,IMPORTED SCOTCH,GLENMORANGIE TRIPLE CASK RES - 750ML,750ML,132,37.99,,,46010,InStock
1410,77727,MALT BASED SELTZER,TRULY CELEBRATION 12PK VP CAN - 12.0Z (12-Pack),12pk,2136,19.99,,,46010,InStock
1411,338993,AMERICAN RED,FREEMARK ABBEY MER - 750ML,750ML,0,35.99,,,46010,OutofStock
1412,432245,AMERICAN RED,NOBLE VINES 181 MERLOT - 750ML,750ML,396,12.99,,,46010,InStock
1413,366300,DOMESTIC RUM FLAVORS,SEACRETS PUMPKIN SPICED RUM - 750ML,750ML,0,34.99,,,46010,OutofStock
1414,23773,DOMESTIC BOTTLE BEER,GOOSE ISLAND IPA-NR - 12.0Z (6-Pack),6pk,1776,12.99,,,46010,InStock
1415,37621,AMERICAN RED,SEVEN DEADLY ZINS ZIN - 750ML,750ML,432,18.99,,,46010,InStock
1416,42165,AMERICAN RED,14 HANDS CAB - 750ML,750ML,1188,15.99,,,46010,InStock
1417,89906,TEQUILA,PATRON AHUMADO SILVER TEQ - 750ML,750ML,0,59.99,,,46010,OutofStock
1418,246339,SESSION RTD,SURFSIDE LEMONADE & VODKA 6/4PK 120Z CAN - 12.0Z (4-Pack),4pk,8736,8.99,,,46010,InStock
1419,170760,SESSION RTD,DEWEY CRUSH ORANGE CRUSH VODKA RTD 6/4PK 355ML CAN (4-Pack),4pk,0,15.99,,,46010,OutofStock
1420,381578,AMERICAN RED,JEZEBEL P/NOIR - 750ML,750ML,192,24.99,,,46010,InStock
1421,141143,NEW ZEALAND,WAIRAU RIVER MARL S/BL - 750ML,750ML,180,17.99,,,46010,InStock
1422,70605,MALT BASE COOLERS,TWISTED TEA ORIGINAL 2/12PK 12.0ZCAN (12-Pack),12pk,4848,18.99,,,46010,InStock
1423,42449,TEQUILA,LOBOS 1707 REPOSADO TEQUILA - 750ML (1 Bottle),750ML,0,51.99,43.99,46022,46010,OutofStock
1424,51046,DOMESTIC BOTTLE BEER,SAM ADAMS AMERICAN LIGHT 4/6 NR - 12.0Z (6-Pack),6pk,696,10.99,,,46010,InStock
1425,365300,ARGENTINA,SANTA JULIA ORGANICA MAL - 750ML,750ML,120,13.99,,,46010,InStock
1426,71814,DOMESTIC VODKA,TITO'S HANDMADE VODKA - 50ML 4/PK (4-Pack),4pk,4740,9.99,,,46010,InStock
1427,77724,IMPORTED CAN BEER,CORONA EXTRA SUITCASE CANS - 12.0Z,12.0Z,1042,30.4,,,46010,InStock
1428,64734,AMERICAN WHITE,BAREFOOT CEL CHARD - 750ML,750ML,168,7.99,,,46010,InStock
1429,50482,IMPORTED CORDIALS,CHAMBORD ROYALE LIQUEUR - 50ML,50ML,0,2.99,,,46010,OutofStock
1430,43101,DOMESTIC LIQUOR SPECIALTY,FIREBALL BLAZIN APPLE WHISKY 12/10PK - 50ML (10-Pack),10pk,0,9.99,,,46010,OutofStock
1431,35238,DOMESTIC VODKA,SKYY VODKA - 1.75L,1.75L,840,26.99,,,46010,InStock
1432,18656,ITALIAN WHITE WINE,COPPOLA DIAMOND ROSE PROSECCO 750ML,750ML,936,18.99,,,46010,InStock
1433,171258,DOMESTIC VODKA FLAVORS,WHIPSHOTS PUMPKIN SPICE INFUSED WHIPPED CREAM VODKA 200ML,200ML,0,13.99,,,46010,OutofStock
1434,73066,STRAIGHT BOURBON WHISKEY,OLD FORESTER 1920 - 115 -20376 - 750ML (1 Bottle),750ML,0,59.99,52.99,46022,46010,OutofStock
1435,88812,NON-ALCOHOLIC MIXERS,STIRRINGS SIMPLE SYRUP - 12.0Z,12.0Z,138,4.99,,,46010,InStock
1436,108,STORE SUPPLIES,WINE GIFT TOTE 4 BOTTLE - BAG,BAG,0,3.49,,,46010,OutofStock
1437,87319,AMERICAN WHITE,R MONDAVI PR SEL SAUVIGNON BLANC 750ML,750ML,324,14.99,,,46010,InStock
1438,84050,KOSHER,MANISCHEWITZ CONCORD GRAPE - 750ML,750ML,444,7.99,,,46010,InStock
1439,18804,SESSION RTD,TRULY VODKA SELTZER CHERRY LIME 6/4 CANS - 12.0Z (4-Pack),4pk,0,9.99,,,46010,OutofStock
1440,18433,DOMESTIC LIQUOR SPECIALTY,ROSIE CHEEKS SIPPIN APPLE 750ML,750ML,0,25.99,,,46010,OutofStock
1441,319764,NON-ALCOHOLIC WINE,ANGOSTURA BITTERS 48CS - 4OZ - 4.0Z,4.0Z,0,16.99,,,46010,OutofStock
1442,89287,BLENDED WHISKEY,2XO SNEAKERHEAD BLEND BOURBON - 750ML,750ML,0,92.99,,,46010,OutofStock
1443,41319,COGNAC,HENNESSY COGNAC VS - 50ML,50ML,0,5.99,,,46010,OutofStock
1444,88918,TEQUILA,EL TEQUILENO ANEJO GRAN RESERVA TEQ - 750ML,750ML,0,86.99,,,46010,OutofStock
1445,353712,SPANISH/PORTUGUESE,NEKORA VERDEJO - 750ML,750ML,0,17.99,,,46010,OutofStock
1446,356468,STRAIGHT BOURBON WHISKEY,LAWS 4 GRAIN STRAIGHT BOURBON - 750ML,750ML,0,58.99,,,46010,OutofStock
1447,170198,STRAIGHT BOURBON WHISKEY,FIELD & SOUND BIB WHEATED BOURBON 750ML,750ML,0,61.99,,,46010,OutofStock
1448,60232,WHITE BURGUNDY WINE,JADOT POUILLY FUISSE V 750ML,750ML,0,34.99,,,46010,OutofStock
1449,43183,ITALIAN WHITE WINE,SANTA MARGHERITA PROSECCO 750ML,750ML,450,26.99,,,46010,InStock
1450,246105,NON-ALCOHOLIC MIXERS,TRES AGAVES ORGANIC PALOMA MIX 1L,1L,0,9.99,,,46010,OutofStock
1451,14898,SESSION RTD,CUTWATER VODKA TRANSFUSION 6/4 CAN - 12.0Z (4-Pack),4pk,0,12.99,,,46010,OutofStock
1452,41416,IMPORTED BRANDY,ST REMY BRANDY VSOP - 1.75L,1.75L,252,29.99,,,46010,InStock
1453,11797,STRAIGHT BOURBON WHISKEY,JIM BEAM WHITE - 200ML,200ML,1248,6.99,,,46010,InStock
1454,72275,TEQUILA,CASAMIGOS MEZCAL TEQUILA - COASTER - 750ML,750ML,0,58.99,,,46010,OutofStock
1455,76768,IMPORTED CORDIALS,CHAMBORD ROYALE LIQUEUR - 700ML,700ML,624,34.99,,,46010,InStock
1456,70549,TEQUILA,EXOTICO REPOSADO TEQ - 750ML,750ML,420,18.99,,,46010,InStock
1457,87711,WHITE BORDEAUX WINE,LA PETIT FROG PICPOUL 4/CS - 3L,3L,40,37.99,,,46010,InStock
1458,357804,AMERICAN RED,A TO Z OREGON P/NOIR - 750ML,750ML,312,22.99,,,46010,InStock
1459,44916,AMERICAN WHITE,A TO Z OREGON P/GRIS - 750ML,750ML,96,18.99,,,46010,InStock
1460,169565,DOMESTIC DESSERT WINE,OPICI MADEIRA 3L - 3LTR,3LTR,0,30.99,,,46010,OutofStock
1461,311347,AMERICAN RED,SEAN MINOR CARNEROS PINOT - 750ML,750ML,0,24.99,,,46010,OutofStock
1462,574787,DOMESTIC GIN,CONNIPTION NAVY STRENGTH GIN - 750ML,750ML,0,44.99,,,46010,OutofStock
1463,88618,SPARKLING,LA MARCA PROSECCO ROSE - 187ML,187ML,1296,6.99,,,46010,InStock
1464,354874,ITALIAN WHITE WINE,FIT VINE PROSECCO SPUMANTE BRUT - 750ML,750ML,0,22.99,,,46010,OutofStock
1465,89330,AMERICAN RED,TOP BOX RED BLEND BIB 6/CS - 3L,3L,0,19.99,,,46010,OutofStock
1466,89350,DOMESTIC LIQUOR SPECIALTY,FIREBALL BLAZIN APPLE WHISKY LOOSE - 50ML (10-Pack),10pk,10560,12.9,,,46010,InStock
1467,10442,TEQUILA,OLMECA ALTOS TEQ - PLATA - 750ML,750ML,354,31.99,,,46010,InStock
1468,82026,AMERICAN RED,CK MONDAVI CAB - 750ML,750ML,0,8.99,,,46010,OutofStock
1469,42491,LIQ BASED RTD,BUZZBALLZ COCKTAILS BIGGIES STRAWBERRY 'RITA - 1.75L,1.75L,312,19.99,,,46010,InStock
1470,54252,AMERICAN WHITE,NOIR SUNSHINE LEGACY SAUV BLANC - 750ML,750ML,0,47.49,,,46010,OutofStock
1471,171046,STRAIGHT BOURBON WHISKEY,JEFFERSON'S RESERVE 100P SBRL #1065 750ML,750ML,0,61.99,,,46010,OutofStock
1472,78679,TEQUILA,CASA NOBLE TEQUILA BLANCO 750ML,750ML,162,39.99,,,46010,InStock
1473,54134,IMPORTED VODKA,BELVEDERE VODKA - B10 ORGANIC - 750ML,750ML,0,128.99,,,46010,OutofStock
1474,79340,SPARKLING,FREIXENET CORDON NEGRO BRUT - 1.5L,1.5L,0,31.99,,,46010,OutofStock
1475,23213,DOMESTIC BRANDY,P MASSON BRANDY VS - 375ML,375ML,264,6.99,,,46010,InStock
1476,107,RETAIL ACCESSORIES,JIGGER MEASURE SHOT GLASS - BAG,BAG,480,1.69,,,46010,InStock
1477,171860,IRISH WHISKEY,JOHN L SULLIVAN IRISH WHISKEY 750ML,750ML,0,28.99,,,46010,OutofStock
1478,167857,DOMESTIC VODKA,SCOTTY'S VODKA 375ML,375ML,0,6.99,,,46010,OutofStock
1479,171670,DOMESTIC VODKA,GEORGES ORGANIC VODKA 750ML,750ML,0,11.99,,,46010,OutofStock
1480,54313,MISCELLANEOUS IMPORTED SPIRITS,OVERSEA AGED BAIJIU - 750ML,750ML,0,39.99,,,46010,OutofStock
1481,14413,LIQ BASED RTD,BUTTERFLY BERRY VODKA SODA 6/4 CANS - 355ML (4-Pack),4pk,0,14.99,,,46010,OutofStock
1482,70462,DOMESTIC VODKA,SEACRETS VODKA - 750ML,750ML,0,24.99,,,46010,OutofStock
1483,166799,SINGLE MALT SCOTCH,GLEN GRANT 15YR SINGLE MALT SCOTCH - 750ML,750ML,0,74.99,,,46010,OutofStock
1484,18803,LIQ BASED RTD,BUTTERFLY LEMON LIME VODKA SODA RTD 6/4 CANS - 355ML (4-Pack),4pk,0,14.99,,,46010,OutofStock
1485,54289,BLENDED WHISKEY,TWIN VALLEY DIRTY APPLES - 750ML,750ML,0,11.99,,,46010,OutofStock
1486,241726,STRAIGHT BOURBON WHISKEY,RABBIT HOLE DARERINGER SHERRY CASK BOURBON - 750ML,750ML,0,82.99,,,46010,OutofStock
1487,73934,STRAIGHT BOURBON WHISKEY,OLD FORESTER STATESMAN BOURBON - 750ML,750ML,0,55.99,,,46010,OutofStock
1488,44501,ITALIAN RED WINE,LAYER CAKE PRIMITIVO 750ML,750ML,0,16.99,,,46010,OutofStock
1489,43679,AMERICAN WHITE,CLINE VIOG - 750ML,750ML,420,15.99,,,46010,InStock
1490,72169,SESSION RTD,KETEL ONE BOTANICAL GRAPEFRUIT ROSE  -  RTD- - 355ML (4-Pack),4pk,0,15.99,,,46010,OutofStock
1491,297202,AMERICAN RED,BLOODROOT PINOT NOIR 750ML,750ML,0,25.99,,,46010,OutofStock
1492,80457,AMERICAN RED,DREAMING TREE PINOT NOIR - 750ML,750ML,336,14.99,,,46010,InStock
1493,18040,TEQUILA,SAUZA HACIENDA GOLD TEQUILA 750ML,750ML,204,18.99,,,46010,InStock
1494,44250,ARGENTINA,ALMA NEGRA RED - 750ML,750ML,0,23.99,,,46010,OutofStock
1495,47445,IMPORTED VODKA FLAVORS,VAN GOGH VODKA - ACAI BLUEBERRY - 750ML,750ML,0,23.99,,,46010,OutofStock
1496,74978,IMPORTED CORDIALS,CARAVEDO ACHOLADO PISCO - 750ML,750ML,0,28.99,,,46010,OutofStock
1497,320886,FRANCE-OTHER,LE JADE S/BLC - 750ML,750ML,0,13.99,,,46010,OutofStock
1498,13869,LIQ BASED RTD,CUTWATER LIME MARGARITA 6/4 CAN - 12.0Z (4-Pack),4pk,0,12.99,,,46010,OutofStock
1499,75009,IMPORTED CORDIALS,BAILEYS ALMANDE - 750ML,750ML,0,31.99,,,46010,OutofStock
1500,55182,PRE-MIX COCKTAILS,CHI-CHI'S MEXICAN MUDSLIDE - 1.75L,1.75L,396,9.99,,,46010,InStock
1501,51080,IMPORTED CORDIALS,DRAMBUIE LIQUEUR - 750ML,750ML,288,37.99,,,46010,InStock
1502,89766,SESSION RTD,GIN & JUICE COCKT MIX PK (DRE/SNOOP) 3/8PK - 355ML (8-Pack),8pk,0,25.99,,,46010,OutofStock
1503,65293,ITALIAN RED WINE,BELMONDO MER - 750ML,750ML,0,9.79,,,46010,OutofStock
1504,72010,AUSTRALIAN,LINDEMANS BIN 45 CAB - 1.5L,1.5L,192,15.99,,,46010,InStock
1505,88807,LIQ BASED RTD,BUZZBALLZ COCKTAILS BIGGIES GRAPES GONE WILD - 1.75L,1.75L,0,19.99,,,46010,OutofStock
1506,323879,ITALIAN RED WINE,TRAMIN P/NOIR - 750ML,750ML,0,23.99,,,46010,OutofStock
1507,357670,AMERICAN RED,CONTINUUM RED BLEND WOOD CASE - 750ML,750ML,0,348.99,,,46010,OutofStock
1508,40824,ITALIAN RED WINE,DAMILANO BAROLO - 750ML,750ML,0,53.99,,,46010,OutofStock
1509,54238,AMERICAN BLUSH,METZGER WINERY POMONA ROSE 750ML,750ML,0,34.99,,,46010,OutofStock
1510,57908,IMPORTED SCOTCH,JOHNNIE WALKER BLACK W/2 GLASSES VAP - 750ML,750ML,0,39.99,,,46010,OutofStock
1511,171717,FRENCH RED WINE,CH DE L' ESTAGNOL ROUGE CDR CUVEE OLD VINES 750ML (1 Bottle),750ML,168,14.99,8.99,46022,46010,InStock
1512,378976,SPARKLING,CANDONI PROSECCO EXTRA DRY 12/750 - 750ML,750ML,672,15.99,,,46010,InStock
1513,54302,LIQ BASED RTD,CLANDESTINO EL MORRO 6/4 CANS - 250ML (4-Pack),4pk,0,21.99,,,46010,OutofStock
1514,239538,MISCELLANEOUS IMPORTED SPIRITS,JINRO 24 SOJU - 375ML,375ML,0,7.99,,,46010,OutofStock
1515,69545,DOMESTIC CAN BEER,7 LOCKS PAINT BRANCH BOHEMIAN PILSNER 4/6 CANS - 12.0Z (6-Pack),6pk,0,13.99,,,46010,OutofStock
1516,21903,AMERICAN RED,ST SUPERY NAPA CAB - 750ML,750ML,0,49.99,,,46010,OutofStock
1517,82584,WINE BASED SELTZER,BAREFOOT REFRESH CRISP WHITE - CAN - 250ML (4-Pack),4pk,0,8.99,,,46010,OutofStock
1518,115,STORE SUPPLIES,PLASTIC SHOT GLASS PACK - BAG,BAG,0,1.99,,,46010,OutofStock
1519,54332,STRAIGHT BOURBON WHISKEY,OLD JOE 1818 SMALL BATCH - 750ML,750ML,0,45.99,,,46010,OutofStock
1520,54276,BLENDED WHISKEY,FALLEN OAK MAPLE WHISKEY - 750ML,750ML,0,38.99,,,46010,OutofStock
1521,170260,STRAIGHT RYE WHISKEY,SAGAMORE SPIRIT RYE BARREL 121 750ML,750ML,0,61.99,,,46010,OutofStock
1522,89120,DOMESTIC VODKA,LYTOS PREM VODKA - 750ML,750ML,0,16.99,,,46010,OutofStock
1523,48396,STRAIGHT RYE WHISKEY,KNOB CREEK RYE 100 - 750ML,750ML,234,38.99,,,46010,InStock
1524,20118,DOMESTIC LIQUOR SPECIALTY,FORDHAM LEE ORANGE DREAMSICLE CREAM LIQUOR 750ML,750ML,0,21.99,,,46010,OutofStock
1525,70234,STRAIGHT BOURBON WHISKEY,FOUR ROSES SMALL BATCH BOURB - 750ML,750ML,252,35.99,,,46010,InStock
1526,66206,ITALIAN WHITE WINE,CAVALIERE D'ORO GABBIANO P/GRIG - 1.5L,1.5L,570,20.99,,,46010,InStock
1527,355990,AMERICAN RED,ONE STONE CABERNET SAUVIGNON - 750ML,750ML,108,22.99,,,46010,InStock
1528,353468,SPARKLING,LALUCA VALDOBBIADENE PROSECCO - 750ML,750ML,0,26.99,,,46010,OutofStock
1529,243416,RED BORDEAUX WINE,CH BOURDIEU BLAYE COTES DE BORD - 750ML,750ML,204,18.99,,,46010,InStock
1530,42445,TEQUILA,LOBOS 1707 JOVEN TEQUILA - 750ML (1 Bottle),750ML,0,52.99,44.99,46022,46010,OutofStock
1531,342109,SPARKLING,BENVOLIO PROSECCO - 750ML (1 Bottle),750ML,0,15.99,12.99,46022,46010,OutofStock
1532,241568,ITALIAN WHITE WINE,PARADOSSO S/BLANC - 750ML,750ML,0,11.99,,,46010,OutofStock
1533,32361,MISCELLANEOUS IMPORTED WINE,HAN JAN LYCHEE 375ML,375ML,360,9.99,,,46010,InStock
1534,82447,AMERICAN RED,GHOST PINES CAB - 750ML,750ML,240,20.99,,,46010,InStock
