RecordID,Code,Category,Description,Size,Total Inventory,Price,Sale Price,Sale End Date,SnapshotDate
59,125261,SPANISH/PORTUGUESE,MARQUES DE CACERAS RIOJA ROSE - 750ML,750ML,0,13.99,,,12/16/2025
60,27081,IMPORTED SCOTCH,FAMOUS GROUSE SCOTCH 1.75L,1.75L,108,49.98,,,12/16/2025
61,378983,AMERICAN RED,ANAKOTA HELENA DAKOTA VYD K/V CAB 19 - 750ML,750ML,0,254.99,,,12/16/2025
62,40126,DOMESTIC BRANDY,PAUL MASSON BRANDY VS - 750ML,750ML,612,8.99,,,12/16/2025
63,380581,LIQ BASED RTD,BLOSSOM CINNAMON ESPRESSO MARTINI RTD 6/4 CANS - 12.0Z (4-Pack),4pk,0,17.99,,,12/16/2025
64,171217,DOMESTIC CORDIALS,MCCLINTOCK SPICED PEAR LIQUEUR - 750ML,750ML,0,23.99,,,12/16/2025
65,289610,TEQUILA,LUNAZUL TEQUILA - BLANCO - 1L,1L,0,26.99,,,12/16/2025
66,10113,DOMESTIC CAN BEER,TRUE RESPITE HAZY 2X/3X IPA SERIES 6/4 16OZ CANS - 16.0Z (4-Pack),4pk,0,19.99,,,12/16/2025
67,67563,AMERICAN WHITE,BAREFOOT CEL P/GRIG - 1.5L (1 Bottle),1.5L,948,14.99,12.99,12/31/2025 0:00,12/16/2025
68,29893,DOMESTIC BOTTLE BEER,EVOLUTION VARIETY 2/12 NR - 12.0Z (12-Pack),12pk,0,19.19,,,12/16/2025
69,342194,AMERICAN RED,MENAGE A TROIS SILK - 750ML (1 Bottle),750ML,1056,12.99,10.99,12/31/2025 0:00,12/16/2025
70,82580,ITALIAN WHITE WINE,SANTA CRISTINA P/GRIG - 750ML,750ML,96,16.99,,,12/16/2025
71,90908,TEQUILA,GRAN CORAMINO REPOSADO TEQUILA 375ML,375ML,0,22.99,,,12/16/2025
72,169789,SESSION RTD,MOM WATER SUSAN STRAWBERRY KIWI 6/4PK 355ML (4-Pack),4pk,0,11.99,,,12/16/2025
73,242214,STRAIGHT RYE WHISKEY,NOBLE OAK RYE WHISKEY - 750ML,750ML,0,39.99,,,12/16/2025
74,27197,IMPORTED SCOTCH,CHIVAS REGAL 12YR - 750ML (1 Bottle),750ML,456,33.99,30.99,12/31/2025 0:00,12/16/2025
75,380099,SESSION RTD,GREENALL'S GIN & SODA SICILIAN LEMON RTD 6/4 CANS - 12.0Z (4-Pack),4pk,0,13.99,,,12/16/2025
76,166849,AMERICAN BLUSH,SUTTER HOME FRUIT INFUSION BERRY 6/1.5L,1.5L,0,14.99,,,12/16/2025
77,12944,IMPORTED BOTTLE BEER,HABESHA 4/6 NR - 11.2Z (6-Pack),6pk,2376,15.99,,,12/16/2025
78,10431,DOMESTIC BOTTLE BEER,VICTORY GOLDEN MONKEY 4/6 NR - 12.0Z (6-Pack),6pk,1560,13.99,,,12/16/2025
79,236226,DOMESTIC LIQUOR SPECIALTY,OLE SMOKY MOONSHINE HUNCH PUNCH - 50ML,50ML,0,3.89,,,12/16/2025
80,54320,STRAIGHT BOURBON WHISKEY,OLD JOE DOUBLE OAK BOURBON - 750ML,750ML,0,54.99,,,12/16/2025
81,91658,TEQUILA FLAVORS,1800 BLANCO TEQUILA 375ML,375ML,0,19.99,,,12/16/2025
82,300239,AMERICAN RED,DECOY CABERNET SAUVIGNON 750ML,750ML,3024,23.99,,,12/16/2025
83,247443,RED BORDEAUX WINE,CH PHELAN SEGUR ST-ESTEPHE 19 RED - 750ML,750ML,0,80.99,,,12/16/2025
84,87378,CHAMPAGNE,KORBEL EXTRA DRY CHAMPAGNE - 750ML,750ML,408,18.99,,,12/16/2025
85,52084,STRAIGHT BOURBON WHISKEY,HEAVEN HILL BOTTLED IN BOND 100P - 750ML (1 Bottle),750ML,72,47.99,39.99,12/31/2025 0:00,12/16/2025
86,11746,STRAIGHT BOURBON WHISKEY,MAKER'S MARK 90P - 750ML (1 Bottle),750ML,540,27.99,24.99,12/31/2025 0:00,12/16/2025
87,247549,TEQUILA,PANTALONES BLANCO TEQ ORG - 750ML,750ML,0,46.99,,,12/16/2025
88,16837,AMERICAN TABLE WINE,BOTA BOX BREEZE SAUVIGNON BLANC 3L,3L,627,21.99,,,12/16/2025
89,310331,AMERICAN RED,LA JOTA HOWELL MTN MER - 750ML,750ML,0,132.99,,,12/16/2025
90,237596,MISCELLANEOUS IMPORTED WINE,CH VARTELY ROSE (MALB/SYR) - 750ML,750ML,228,8.99,,,12/16/2025
91,236348,AMERICAN RED,CAPRICCIO BUBBLY SANGRIA RED - 750ML,750ML,0,10.99,,,12/16/2025
92,46223,IMPORTED CORDIALS,BITTER TRUTH ORANGE BITTERS - 200ML,200ML,0,27.99,,,12/16/2025
93,89042,SINGLE MALT IRISH WHISKEY,GLENDALOUGH 7YR IRISH SINGLE MALT WHISKEY - 750ML,750ML,0,87.99,,,12/16/2025
94,89731,AMERICAN RED,LOLLI SWEET RED - 750ML,750ML,0,10.99,,,12/16/2025
95,17044,TEQUILA,400 CONEJOS JOVEN MEZCAL 750ML,750ML,660,28.99,,,12/16/2025
96,237148,SPANISH/PORTUGUESE,BERONIA RIOJA CRIANZA - 750ML,750ML,0,19.99,,,12/16/2025
97,13409,DOMESTIC NON ALCOHOLIC BEER,ATHLETIC UPSIDE DAWN NA 4/6 CANS - 12.0Z (6-Pack),6pk,4872,11.99,,,12/16/2025
98,180081,TEQUILA,TRES AGAVE REPOSADO BARREL 237- 750ML,750ML,0,39.99,,,12/16/2025
99,196673,CHILE,FINCA EL PORTILLO MAL - 750ML,750ML,0,13.99,,,12/16/2025
100,246243,TEQUILA,EL TORO TEQUILA GOLD - 1L,1L,0,13.99,,,12/16/2025
101,380510,FRENCH WHITE WINE,CH DE CREZANCY SANCERRE BLANC - 750ML,750ML,0,34.99,,,12/16/2025
102,356086,AMERICAN RED,JUGGERNAUT RRV PINOT NOIR - 750ML,750ML,1248,19.99,,,12/16/2025
103,19039,IMPORTED GIN,HENDRICKS FLORA ADORA GIN 750ML,750ML,156,41.99,,,12/16/2025
104,18431,DOMESTIC LIQUOR SPECIALTY,ROSIE CHEEKS PEACH COBBLER 750ML,750ML,0,25.99,,,12/16/2025
105,16519,TEQUILA,TRES GENERACIONES ANEJO 750ML,750ML,102,48.99,,,12/16/2025
106,333560,AMERICAN RED,BANSHEE MORDECAI RED - 750ML,750ML,0,24.99,,,12/16/2025
107,54274,STRAIGHT RYE WHISKEY,FALLEN OAK RYE - 750ML,750ML,0,42.99,,,12/16/2025
108,82066,AMERICAN WHITE,CLOS DU BOIS S/BLC - 750ML,750ML,468,11.99,,,12/16/2025
109,13844,DOMESTIC RUM FLAVORS,LYON RUM TRIO 375ML,375ML,0,54.99,,,12/16/2025
110,91339,MISCELLANEOUS IMPORTED SPIRITS,EMPRESS 1908 INDIGO GIN 1.75L,1.75L,0,81.99,,,12/16/2025
111,79740,VERMOUTH,CINZANO VERMOUTH ROSSO RED BLEND - 750ML,750ML,0,11.99,,,12/16/2025
112,54250,BLENDED WHISKEY,DRAGON DISTILLERY FIGZILLA - 750ML,750ML,0,29.99,,,12/16/2025
113,54233,STRAIGHT BOURBON WHISKEY,SHMIDT CRIMSON WHISKY 750ML,750ML,0,47.99,,,12/16/2025
114,89248,LIQUEUR,BARTON 1792 DIST CHOCOLATE BOURB BALL CREAM LIQ - 750ML,750ML,0,27.99,,,12/16/2025
115,238580,ITALIAN WHITE WINE,SCACCIADIAVOLI MONTEFALCO GRECHETTO - 750ML,750ML,0,15.99,,,12/16/2025
116,20120,DOMESTIC RUM,CLANDESTINO KIWI PITORRO 750ML,750ML,0,45.99,,,12/16/2025
117,57070,AMERICAN RED,CH ST MICH INDIAN WELLS MERLOT - 750ML,750ML,300,20.99,,,12/16/2025
118,70808,STRAIGHT RYE WHISKEY,WHISTLEPIG OLD WORLD 12YR RYE - 750ML,750ML,0,180.99,,,12/16/2025
119,37583,SPANISH/PORTUGUESE,MARQUES DE CACERES RED BLEND (BLUE LABEL) 750ML,750ML,144,13.99,,,12/16/2025
120,20136,DOMESTIC LIQUOR SPECIALTY,FORDHAM LEE BOURBON WHISKEY 750ML,750ML,0,32.99,,,12/16/2025
121,18486,DOMESTIC CAN BEER,BEER FARM BAY LIGHT LAGER 1/15PK CANS - 12.0Z,12.0Z,0,22.99,,,12/16/2025
122,18358,AMERICAN RED,COPPOLA DIRECT CUT SONOMA COAST CHARD 750ML,750ML,0,21.99,,,12/16/2025
123,42646,DOMESTIC CORDIALS,MCCLINTOCK COFFEE LIQUEUR - 750ML,750ML,0,33.99,,,12/16/2025
124,27502,IMPORTED SCOTCH,JOHNNIE WALKER BLACK - 750ML,750ML,1608,39.99,,,12/16/2025
125,54190,DOMESTIC LIQUOR SPECIALTY,MASH & MALLOW S'MORES WHISKEY - 750ML,750ML,0,30.99,,,12/16/2025
126,82279,AMERICAN RED,R STRONG RR VLY P/NOIR - 750ML,750ML,144,22.99,,,12/16/2025
127,246306,STRAIGHT RYE WHISKEY,REDEMPTION SUR LEE 750ML,750ML,0,48.99,,,12/16/2025
128,54436,IMPORTED GIN,MUFF IRISH GIN  - 700ML,700ML,0,29.99,,,12/16/2025
129,89361,TEQUILA,TAPATIO BLANCO TEQUILA - 750ML,750ML,0,46.99,,,12/16/2025
130,235324,AMERICAN RED,ANAKOTA HELENA MONTANA VYD K/V CAB 14 - 750ML,750ML,0,254.99,,,12/16/2025
131,13650,AMERICAN RED,DUCKHORN VYDS NAPA CAB - 750ML,750ML,768,71.99,,,12/16/2025
132,69111,DOMESTIC CAN BEER,7 LOCKS GRUBBY THICKET 4/6 CANS - 12.0Z (6-Pack),6pk,0,15.99,,,12/16/2025
133,367704,ARGENTINA,FAMILIA ZUCCARDI UCO RED BLEND Q - 750ML,750ML,0,22.99,,,12/16/2025
134,238976,AUSTRALIAN,HICKINBOTHAM BROOKS RD SHIRAZ - 750ML,750ML,0,82.99,,,12/16/2025
135,94250,MALT BASE COOLERS,SMIRNOFF ICE 4/6 NR - 12.0Z (6-Pack),6pk,6984,9.99,,,12/16/2025
136,41173,COGNAC,HENNESSY COGNAC VS - 1.75L,1.75L,576,93.99,,,12/16/2025
137,59323,STRAIGHT BOURBON WHISKEY,1792 SMALL BATCH RESERVE - 750ML (1 Bottle),750ML,0,29.99,25.99,12/31/2025 0:00,12/16/2025
138,171393,SPARKLING,MUMMS NAPA PRESTIGE BRUT 750ML,750ML,0,25.99,,,12/16/2025
139,232156,CHILE,ALCANCE VIGNO CARIGNAN - 750ML,750ML,0,48.99,,,12/16/2025
140,83496,AMERICAN WHITE,GALLO FAMILY VYDS CHARD - 1.5L,1.5L,90,10.99,,,12/16/2025
141,237320,WHITE BURGUNDY WINE,MEURGEY-CROSES MACON-UCHIZY VIN DE BOURG WHITE - 750ML,750ML,0,28.99,,,12/16/2025
142,100023,FRANCE-OTHER,CH PARADIS-TERRE DES ANGES ROSE - 750ML,750ML,0,27.99,,,12/16/2025
143,65129,AMERICAN RED,RED DIAMOND CAB - 750ML,750ML,0,9.99,,,12/16/2025
144,237430,ITALIAN RED WINE,TERRA COSTANTINO DE AETNA ETNA ROSSO - 750ML,750ML,0,28.99,,,12/16/2025
145,89036,AMERICAN TABLE WINE,CARLO ROSSI CHABLIS - 4L,4L,300,19.99,,,12/16/2025
146,89243,LIQ BASED RTD,HEUBLEIN MARGARITA W/ CORAZON TEQ - 375ML,375ML,0,8.99,,,12/16/2025
147,23905,DOMESTIC BOTTLE BEER,MILLER LITE LOOSE HIGH GRAPHIC-NR - 12.0Z,12.0Z,0,32.99,,,12/16/2025
148,76567,TEQUILA,CLASE AZUL TEQUILA - PLATA - 750ML,750ML,0,178.99,,,12/16/2025
149,88207,FRANCE-OTHER,DOM GALUVAL COQ VOLANT BLANC - 750ML,750ML,0,17.99,,,12/16/2025
150,304627,ARGENTINA,SANTA JULIA MALBEC SUSTAINABLE - 750ML,750ML,24,12.99,,,12/16/2025
151,251020,DOMESTIC VODKA,PLATINUM 7X VODKA - 50ML,50ML,8880,1.09,,,12/16/2025
152,54900,STRAIGHT BOURBON WHISKEY,BLADE AND BOW BOURBON WHISKEY - 750ML,750ML,246,47.99,,,12/16/2025
153,88957,IMPORTED SCOTCH,BUCHANAN PINEAPPLE - 750ML,750ML,0,38.99,,,12/16/2025
154,297259,NON-ALCOHOLIC MIXERS,MASTER OF MIXES COCKTAIL ESSENTIALS PEACH 375ML,375ML,0,3.99,,,12/16/2025
155,18911,AMERICAN RED,WOODBRIDGE CABERNET BIB 3/3L,3L,0,21.99,,,12/16/2025
156,355422,DOMESTIC VODKA,SEACRETS BUMBLEBERRY VODKA - 750ML,750ML,0,30.99,,,12/16/2025
157,15920,AMERICAN WHITE,EDNA VALLEY CHARD - 750ML,750ML,204,14.99,,,12/16/2025
158,17753,PRE-MIX COCKTAILS,JOSE CUERVO AUTHENTIC RASPBERRY COLADA MARG 1.75L,1.75L,0,14.99,,,12/16/2025
159,367064,CHAMPAGNE,LAURENT PERRIER BRUT ROSE - 750ML,750ML,0,129.99,,,12/16/2025
160,86916,KOSHER,MANISCHEWITZ BLACKBERRY - 1.5L,1.5L,150,13.99,,,12/16/2025
161,88692,AMERICAN RED,ESTANCIA  MERLOT - 750ML,750ML,48,14.99,,,12/16/2025
162,71754,RED BORDEAUX WINE,CH LAFITE ROTHCHILD '20 - 750ML,750ML,0,879.99,,,12/16/2025
163,74041,STRAIGHT BOURBON WHISKEY,LARCENY KY STRAIGHT BOURBON WHISKEY - 1.75L,1.75L,438,46.99,,,12/16/2025
164,241122,DOMESTIC VODKA FLAVORS,MCCLINTOCK ORO VODKA CUCUMBER/LIME INFUSED - 750ML,750ML,0,27.99,,,12/16/2025
165,297285,NON-ALCOHOLIC MIXERS,MASTER OF MIXES MOJITO 1.75L,1.75L,0,8.99,,,12/16/2025
166,439037,ARGENTINA,LUCA MENDOZA MAL - 750ML,750ML,0,37.99,,,12/16/2025
167,380723,BLENDED WHISKEY,BLUE NOTE RYE WHISKEY 6/750ML,750ML,0,39.99,,,12/16/2025
168,76288,DOMESTIC VODKA,NEW AMSTERDAM VODKA - 50ML,50ML,7800,1.09,,,12/16/2025
169,24813,TEQUILA,MILAGRO TEQUILA - ANEJO - 750ML,750ML,348,50.99,,,12/16/2025
170,358878,AMERICAN WHITE,CADE S/BLC - 750ML,750ML,0,56.99,,,12/16/2025
171,248021,STRAIGHT RYE WHISKEY,LIMAVADY IRISH WHISKEY SINGLE BARREL 700ML,700ML,0,49.99,,,12/16/2025
172,246324,AMERICAN RED,MENAGE A TROIS LIGHT RED BLEND 750ML,750ML,384,12.99,,,12/16/2025
173,68314,SHERRY,HARVEYS BRISTOL CREAM SHERRY - 1.5L,1.5L,66,42.99,,,12/16/2025
174,247633,SPARKLING,HAMPTON WATER ROSE BUBBLY - 750ML,750ML,0,33.99,,,12/16/2025
175,84235,RED BORDEAUX WINE,CH TOUR CHAPOUX BORDEAUX RED - 750ML,750ML,780,10.99,,,12/16/2025
176,27014,SINGLE MALT SCOTCH,MACALLAN 12YR SHERRY OAK - 750ML,750ML,408,104.99,,,12/16/2025
177,71905,DOMESTIC VODKA FLAVORS,NEW AMSTERDAM VODKA - PEACH - 375ML,375ML,312,6.99,,,12/16/2025
178,237002,IMPORTED RUM,PLANTERAY 5 YR GR RES RUM 750ML,750ML,162,35.99,,,12/16/2025
179,41399,DOMESTIC GIN,MCCLINTOCK FORAGER GIN - 750ML,750ML,90,35.99,,,12/16/2025
180,42894,TEQUILA,HORNITOS PLATA 750ML,750ML,684,25.99,,,12/16/2025
181,54294,AMERICAN WHITE,ROMAN CLARKE VIOGNIER - 750ML,750ML,0,22.99,,,12/16/2025
182,350054,AMERICAN BLUSH,FIT VINE ROSE - 750ML,750ML,0,18.99,,,12/16/2025
183,171125,AMERICAN RED,LA CREMA SONOMA CAB 750ML,750ML,216,39.99,,,12/16/2025
184,97845,IMPORTED BOTTLE BEER,SPATEN PREMIUM LAGER NR - 12.0Z (6-Pack),6pk,4344,11.99,,,12/16/2025
185,16746,DOMESTIC CAN BEER,DENIZENS COOL BREEZE OATMEAL STOUT 4/6 CANS - 12.0Z (6-Pack),6pk,3312,11.99,,,12/16/2025
186,16347,DOMESTIC RUM,CLANDESTINO COFFEE 200ML,200ML,0,21.99,,,12/16/2025
187,297305,MISCELLANEOUS IMPORTED SPIRITS,GIN LANE 1751 LONDON DRY GIN - 750ML,750ML,0,33.99,,,12/16/2025
188,241478,DOMESTIC LIQUOR SPECIALTY,99 SCHNAPPS BIRTHDAY BUCKET - 21PK/50ML (21-Pack),21pk,0,22.89,,,12/16/2025
189,70269,SINGLE MALT SCOTCH,GLENMORANGIE NECTAR D'OR - 750ML,750ML,120,89.99,,,12/16/2025
190,54291,BLENDED WHISKEY,TWIN VALLEY MDPB - 750ML,750ML,0,11.99,,,12/16/2025
191,42997,DOMESTIC VODKA,LOOK APPLE VODKA - 750ML,750ML,0,24.99,,,12/16/2025
192,350462,DOMESTIC RUM,MR BOSTON SILVER RUM - 1LTR,1LTR,0,6.99,,,12/16/2025
193,367960,WINE CANS,CANPAGNE ROSE CAN - 355ML,355ML,0,5.99,,,12/16/2025
194,247463,NON-ALCOHOLIC WINE,TOST SPARK WHITE NA - 750ML,750ML,0,9.99,,,12/16/2025
195,71823,DOMESTIC VODKA FLAVORS,NEW AMSTERDAM VODKA -  GRAPEFRUIT - 1.75L,1.75L,276,21.99,,,12/16/2025
196,411310,AMERICAN RED,JOSH CELLARS CAB - 750ML (1 Bottle),750ML,9840,18.99,14.99,12/31/2025 0:00,12/16/2025
197,117,STORE SUPPLIES,WHISKEY TASTING JOURNAL - BAG,BAG,200,4.99,,,12/16/2025
198,51705,AMERICAN RED,EDNA VALLEY MER - 750ML,750ML,0,14.99,,,12/16/2025
199,372072,NON-ALCOHOLIC MIXERS,REAL PEACH INFUSED SYRUP 50ML - 500ML,500ML,0,6.99,,,12/16/2025
200,82562,AMERICAN RED,PETER VELLA CAB BIB - 5LTR,5LTR,160,21.99,,,12/16/2025
201,247447,RED BORDEAUX WINE,CH LAGRANGE 19 ST-JULIEN GR CRU CLASSE - 750ML,750ML,0,97.99,,,12/16/2025
202,43931,AMERICAN RED,ST FRANCIS SONOMA CAB VV 750ML,750ML,540,22.99,,,12/16/2025
203,96679,IMPORTED BOTTLE BEER,GROLSCH LAGER 4/6 NR - 12.0Z (6-Pack),6pk,2304,10.99,,,12/16/2025
204,89010,AMERICAN TABLE WINE,CARLO ROSSI BURGUNDY - 4L,4L,468,19.99,,,12/16/2025
205,333449,AMERICAN WHITE,K JACKSON VINT RES P/GRIS - 750ML (1 Bottle),750ML,84,14.99,12.99,12/31/2025 0:00,12/16/2025
206,349246,AMERICAN RED,BERINGER BBN BRL AGD RED BLEND - 750ML,750ML,36,16.99,,,12/16/2025
207,86029,KOSHER,BARON HERZOG CAB - 750ML,750ML,324,13.99,,,12/16/2025
208,345813,ITALIAN WHITE WINE,CLARA C PROSECCO BRUT - 750ML,750ML,264,19.99,,,12/16/2025
209,41840,IMPORTED VODKA FLAVORS,VAN GOGH VODKA - CHOCOLATE - 750ML,750ML,0,23.99,,,12/16/2025
210,246104,STRAIGHT RYE WHISKEY,BALTIMORE SPIRITS EPOCH RYE RESERVE 750ML,750ML,0,58.99,,,12/16/2025
211,89641,BLENDED WHISKEY,TRAVELLER BLENDED WHISKEY - 750ML,750ML,0,54.99,,,12/16/2025
212,80091,AMERICAN WHITE,ALMADEN MOSCATO - 5L,5L,0,23.99,,,12/16/2025
213,39713,IMPORTED CORDIALS,BRADY'S IRISH CREAM - 750ML,750ML,792,10.99,,,12/16/2025
214,323618,SPANISH/PORTUGUESE,CUNE CRIANZA - 750ML,750ML,36,17.99,,,12/16/2025
