RecordID,Code,Category,Description,Size,Total Inventory,Price,Sale Price,Sale End Date,SnapshotDate
1123,14558,AMERICAN TABLE WINE,BOTA BOX BREEZE RED BLEND 3L,3L,144,21.99,,,12/16/2025
1124,69346,DOMESTIC CAN BEER,LAGUNITAS SUMPIN SUMPIN 4/6 CANS - 12.0Z (6-Pack),6pk,3936,11.99,,,12/16/2025
1125,15468,DOMESTIC CAN BEER,BEER FARM FRUITED SOUR 6/4 16OZ CAN - 16.0Z (4-Pack),4pk,0,18.99,,,12/16/2025
1126,88498,AMERICAN RED,LOUIS MARTINI SONOMA CAB - 750ML,750ML,288,19.99,,,12/16/2025
1127,71854,STRAIGHT BOURBON WHISKEY,WILD TURKEY KENTUCKY SPIRIT - 750ML (1 Bottle),750ML,0,53.99,44.99,12/31/2025 0:00,12/16/2025
1128,13525,DOMESTIC CAN BEER,DENIZENS BIG RED NORM 4/6 CANS - 12.0Z (6-Pack),6pk,4008,12.99,,,12/16/2025
1129,84008,AUSTRALIAN,YELLOW TAIL P/NOIR - 750ML,750ML,528,6.99,,,12/16/2025
1130,89138,BOTTLED IN BOND,BARDSTOWN BOURB BIB ORIGIN SERIES KY STRAIGHT BOURB WHISKEY - 750ML (1 Bottle),750ML,0,57.99,47.99,12/31/2025 0:00,12/16/2025
1131,31356,AMERICAN RED,FREEMARK ABBEY BOSCHE CAB - 750ML,750ML,0,203.99,,,12/16/2025
1132,384119,AMERICAN RED,CAROL SHELTON WILD THING ZIN - 750ML,750ML,0,22.99,,,12/16/2025
1133,25928,DOMESTIC BOTTLE BEER,KONA BIG WAVE NR - 12.0Z (6-Pack),6pk,5808,11.99,,,12/16/2025
1134,89938,AMERICAN RED,SUMMIT RED BLEND BIB - 3L,3L,0,24.99,,,12/16/2025
1135,242141,AMERICAN RED,SUTTER HOME SWEET RED 1.5L,1.5L,636,14.99,,,12/16/2025
1136,88382,AMERICAN WHITE,APOTHIC CAL CHARD - 750ML,750ML,144,12.99,,,12/16/2025
1137,301314,AMERICAN WHITE,FRANK FAMILY CHARD - 750ML,750ML,0,36.99,,,12/16/2025
1138,17924,SESSION RTD,NAVY HILL TEQUILA SODA BLOOD ORANGE 6/4 CANS - 12.0Z (4-Pack),4pk,0,14.99,,,12/16/2025
1139,56869,SOUR MASH WHISKEY,JACK DANIELS BLACK W/CAPS GLASS - 750ML,750ML,0,25.99,,,12/16/2025
1140,84705,AMERICAN RED,COCOBON RED BLEND - 750ML,750ML,156,10.99,,,12/16/2025
1141,89283,NON-ALCOHOLIC MIXERS,BARE ZERO PROOF BLANCO RUM - 750ML,750ML,0,45.99,,,12/16/2025
1142,52930,AMERICAN WHITE,ESTANCIA CAL P/GRIG - 750ML,750ML,144,14.99,,,12/16/2025
1143,348420,FRANCE-OTHER,CH ROCHER CALON ST. EMILION - 750ML,750ML,0,23.99,,,12/16/2025
1144,52089,TEQUILA,KOMOS ANEJO RESERVA - 750ML,750ML,0,139.99,,,12/16/2025
1145,243626,ITALIAN RED WINE,LA GIUVA AMARONE DELLA VALPOLICELLA - 750ML,750ML,0,108.99,,,12/16/2025
1146,246200,ITALIAN RED WINE,CORRADO MEINARDI BARBERA D'ALBA 750ML,750ML,0,24.99,,,12/16/2025
1147,80657,CHILE,CYT FRONTERA CAB - 750ML,750ML,108,7.99,,,12/16/2025
1148,44639,IMPORTED CORDIALS,DOM DE CANTON - 750ML,750ML,180,29.99,,,12/16/2025
1149,297505,AMERICAN BLUSH,SUTTER HOME FRUIT INFUSION STRAWBERRY BLOOD ORANGE 12/750ML,750ML,0,9.99,,,12/16/2025
1150,79051,IMPORTED VODKA FLAVORS,SVEDKA CITRON VODKA - 1.75L,1.75L,150,20.99,,,12/16/2025
1151,74093,IMPORTED SCOTCH,JOHNNIE WALKER AGED 18YR - 750ML,750ML,426,88.99,,,12/16/2025
1152,88204,AMERICAN SINGLE MALT,YELLOWSTONE SINGLE MALT WHISKEY - 750ML,750ML,0,49.99,,,12/16/2025
1153,358788,SPANISH/PORTUGUESE,VAN ZELLERS AND CO PORTO RUBY - 750ML,750ML,0,21.99,,,12/16/2025
1154,40304,DOMESTIC BRANDY,E&J BRANDY VSOP - 1L,1L,0,18.99,,,12/16/2025
1155,170940,DOMESTIC RUM FLAVORS,KOLOA KAUAI COFFEE RUM 750ML,750ML,0,40.99,,,12/16/2025
1156,15450,DOMESTIC LIQUOR SPECIALTY,KENT COB HAZELNUT WHISKEY 750ML,750ML,0,34.99,,,12/16/2025
1157,87335,SPARKLING,KORBEL BRUT - 1.5L,1.5L,0,36.99,,,12/16/2025
1158,10914,MALT BASED SELTZER,NAUTI SELTZER GRAPEFRUIT - 12.0Z (6-Pack),6pk,0,10.41,,,12/16/2025
1159,12394,STRAIGHT BOURBON WHISKEY,REBEL YELL - 750ML,750ML,0,15.99,,,12/16/2025
1160,89174,TEQUILA,CIERTO TEQ REPOSADO PRIVATE COLL - 750ML,750ML,0,144.99,,,12/16/2025
1161,247415,AMERICAN RED,XXL CALI EXTREME 21 RED MOSCATO - 750ML,750ML,216,18.99,,,12/16/2025
1162,380724,BLENDED WHISKEY,BLUE NOTE JUKE JOINT WHISKEY 6/750ML,750ML,0,39.99,,,12/16/2025
1163,245953,ITALIAN RED WINE,OSVALDO SODDU CANNONAU DI SARDEGNA BRUNCU BOELI - 750ML,750ML,0,37.99,,,12/16/2025
1164,170454,IRISH WHISKEY,WRITERS TEARS TEQUILA CASK IRISH WHISKEY 750ML (1 Bottle),750ML,0,85.99,72.99,12/31/2025 0:00,12/16/2025
1165,55182,PRE-MIX COCKTAILS,CHI-CHI'S MEXICAN MUDSLIDE - 1.75L,1.75L,396,9.99,,,12/16/2025
1166,324711,AMERICAN RED,MCNAB RIDGE FREDS RED - 750ML,750ML,0,19.99,,,12/16/2025
1167,13626,DOMESTIC GIN,SHMIDT VIRIDIAN GIN 750ML,750ML,0,34.99,,,12/16/2025
1168,74084,MISCELLANEOUS IMPORTED SPIRITS,MONTELOBOZ MEZCAL - 750ML,750ML,318,37.99,,,12/16/2025
1169,243358,RED BORDEAUX WINE,CH BOURDIEU NO1 BLAYE COTES DE BORD - 750ML,750ML,0,22.99,,,12/16/2025
1170,313972,AMERICAN RED,BAREFOOT CEL RED MOSCATO - 1.5L (1 Bottle),1.5L,168,14.99,12.99,12/31/2025 0:00,12/16/2025
1171,380473,MISCELLANEOUS IMPORTED SPIRITS,EIKO JAPANESE VODKA 6 PK - 700ML,700ML,0,34.99,,,12/16/2025
1172,83343,AMERICAN WHITE,BAREFOOT CEL LEMONADE FRUITSCATO - 750ML,750ML,0,7.99,,,12/16/2025
1173,321628,RED BORDEAUX WINE,CH LOUVIE ST EMIL - 750ML,750ML,0,34.99,,,12/16/2025
1174,84737,AMERICAN RED,QUILT NAPA CAB - 750ML,750ML,0,54.99,,,12/16/2025
1175,336865,AMERICAN RED,JOSH CELLARS LEGACY - 750ML (1 Bottle),750ML,1956,18.99,14.99,12/31/2025 0:00,12/16/2025
1176,42165,AMERICAN RED,14 HANDS CAB - 750ML,750ML,924,15.99,,,12/16/2025
1177,97578,DOMESTIC BOTTLE BEER,BUD 24/12 PREPRINT LSE NR - 12.0Z,12.0Z,48,35.99,,,12/16/2025
1178,89299,SINGLE MALT SCOTCH,NC'NEAN ORG SINGLE MALT SCOTCH WHISKY - 700ML,700ML,0,97.99,,,12/16/2025
1179,241605,SESSION RTD,DOGFISH HEAD LEMON & LIME GIN CRUSH - 6/4 CAN - 12.0Z (4-Pack),4pk,0,12.99,,,12/16/2025
1180,75953,DOMESTIC LIQUOR SPECIALTY,JACK DANIELS TENNESSEE HONEY - 200ML,200ML,0,8.99,,,12/16/2025
1181,357064,AMERICAN RED,DAOU BODYGUARD RED - 750ML,750ML,0,36.99,,,12/16/2025
1182,380721,BLENDED WHISKEY,BLUE NOTE JUKE JOINT UNCUT 6/750ML,750ML,0,63.99,,,12/16/2025
1183,60380,WHITE BURGUNDY WINE,JADOT MACON BLANC VILLAGES 750ML,750ML,600,18.99,,,12/16/2025
1184,353138,RHONE RED WINE,LA FONT DU LOUP CDR ROUGE - 750ML,750ML,0,25.99,,,12/16/2025
1185,14772,DOMESTIC CAN BEER,SAM ADAMS JUST THE HAZE NA 4/6 CANS - 12.0Z (6-Pack),6pk,4848,10.99,,,12/16/2025
1186,90966,TEQUILA,TEREMANA BLANCO TEQUILA 50ML,50ML,0,3.99,,,12/16/2025
1187,320999,ARGENTINA,EL TRACTOR MAL - 750ML,750ML,288,10.99,,,12/16/2025
1188,76853,STRAIGHT BOURBON WHISKEY,ELIJAH CRAIG BOURBON - 375ML,375ML,168,20.99,,,12/16/2025
1189,71750,DOMESTIC VODKA FLAVORS,NEW AMSTERDAM VODKA - PINEAPPLE - 1.75L,1.75L,138,21.99,,,12/16/2025
1190,238894,ITALIAN WHITE WINE,CA'MONTINI P/GRIGIO - 750ML,750ML,108,18.99,,,12/16/2025
1191,166850,AMERICAN BLUSH,SUTTER HOME FRUIT INFUSION PEACH 6/1.5L,1.5L,0,14.99,,,12/16/2025
1192,51420,IMPORTED CORDIALS,BAILEYS IRISH CREAM - 50ML,50ML,3200,3.49,,,12/16/2025
1193,72379,BLENDED WHISKEY,NIKKA COFFEY MALT - 750ML,750ML,90,59.99,,,12/16/2025
1194,96105,MALT BASE COOLERS,MIKES LIMEADE-NR - 11.2Z (6-Pack),6pk,0,9.99,,,12/16/2025
1195,15146,DOMESTIC CAN BEER,LONE OAK LAGER 6/4 16OZ CANS - 16.0Z (4-Pack),4pk,0,16.99,,,12/16/2025
1196,18760,AMERICAN RED,BLACK ANKLE LEAFSTONE SYRAH 750ML,750ML,0,69.99,,,12/16/2025
1197,54279,DOMESTIC VODKA,TRIPPY GOAT VODKA - 1.75L,1.75L,0,26.99,,,12/16/2025
1198,232674,AMERICAN RED,MT VEEDER MT BRAVE MER - 750ML,750ML,0,146.99,,,12/16/2025
1199,171081,ITALIAN RED WINE,VILLARINI NERO D'AVOLA 750ML,750ML,0,17.99,,,12/16/2025
1200,297006,NEW ZEALAND,MATUA S/BLC LIGHTER - 750ML,750ML,0,15.99,,,12/16/2025
1201,91661,LIQ BASED RTD,CUTWATER RED WHITE & BLUE VP 2/12 200ML CANS (12-Pack),12pk,0,23.99,,,12/16/2025
1202,81563,CHAMPAGNE,VEUVE CLICQUOT YELLOW LBL BRUT - 375ML,375ML,0,48.99,,,12/16/2025
1203,78273,STRAIGHT BOURBON WHISKEY,JOHNNY DRUM PRIVATE STOCK 101P - 750ML,750ML,0,43.99,,,12/16/2025
1204,89912,SESSION RTD,DIRTY SHIRLEY CHERRY VANILLA VODKA CKTL 6/4PK - 12OZ CN - 12.0Z (4-Pack),4pk,0,12.99,,,12/16/2025
1205,41395,DOMESTIC VODKA,MCCLINTOCK EPIPHANY VODKA - 750ML,750ML,0,23.99,,,12/16/2025
1206,339489,MISCELLANEOUS IMPORTED WINE,MASSAYA ROSE - 750ML,750ML,0,23.99,,,12/16/2025
1207,30511,DOMESTIC GIN,BURNETT'S WHITE SATIN GIN - 1.75L,1.75L,282,15.99,,,12/16/2025
1208,54887,CHAMPAGNE,MOET & CHANDON NECTAR IMP ROSE - - 750ML,750ML,906,75.99,,,12/16/2025
1209,168147,SOUTH AFRICAN,VAN LOGGERENBERG BRETON CABERNET FRANC 750ML,750ML,0,44.99,,,12/16/2025
1210,298599,CHAMPAGNE,BEAU JOIE BRUT 750ML,750ML,0,64.99,,,12/16/2025
1211,32244,DOMESTIC LIQUOR SPECIALTY,OLE SMOKY BANANA PUDD 35 - 750ML,750ML,0,27.99,,,12/16/2025
1212,44905,NEW ZEALAND,FIRE ROAD S/BLC - 750ML,750ML,84,17.99,,,12/16/2025
1213,17001,PRE-MIX COCKTAILS,MI CAMPO SPICY MARGARITA 375ML (1-Pack),1pk,0,12.49,,,12/16/2025
1214,70148,DOMESTIC VODKA,OCEAN VODKA - 750ML,750ML,0,45.99,,,12/16/2025
1215,14117,IMPORTED VODKA,CHOPIN VODKA 750ML,750ML,288,29.99,,,12/16/2025
1216,72775,IMPORTED CORDIALS,SABRA ORANGE CHOCOLATE LIQUEUR - 750ML,750ML,0,54.99,,,12/16/2025
1217,49972,AMERICAN TABLE WINE,SWEETLAND CELLARS VIVA SANGRIA - 750ML,750ML,0,11.99,,,12/16/2025
1218,242196,DOMESTIC LIQUOR SPECIALTY,TOBACCO BARN DISTILLERY - STRAIGHT BOURBON - 750ML,750ML,0,67.99,,,12/16/2025
1219,48450,IMPORTED BRANDY,ARARAT AKRTAMAR 10YR BRANDY - 700ML,700ML,0,62.99,,,12/16/2025
1220,23690,DOMESTIC BOTTLE BEER,EVOLUTION LUCKY 7 PORTER - 12.0Z (6-Pack),6pk,0,10.99,,,12/16/2025
1221,296959,TEQUILA,DON JULIO TEQUILA - REPOSADO - 50ML,50ML,0,4.99,,,12/16/2025
1222,66982,DOMESTIC CAN BEER,DOGFISH HEAD 30 MINUTE LIGHT 4/6 CAN - 12.0Z (6-Pack),6pk,1440,11.99,,,12/16/2025
1223,241724,STRAIGHT RYE WHISKEY,RABBIT HOLE CAVEHILL STRAIGHT  WHISKEY - 750ML,750ML,0,62.99,,,12/16/2025
1224,50040,IMPORTED CORDIALS,JAGERMEISTER LIQUEUR - 750ML,750ML,1200,21.99,,,12/16/2025
1225,86547,AMERICAN WHITE,WM HILL CAL CHARD - 750ML,750ML,444,13.99,,,12/16/2025
1226,355552,AMERICAN WHITE,BREAD & BUTTER SAUVIGNON BLANC - 750ML (1 Bottle),750ML,0,16.99,12.99,12/31/2025 0:00,12/16/2025
1227,70440,DOMESTIC RUM FLAVORS,SEACRETS COCONUT RUM - 750ML,750ML,0,24.99,,,12/16/2025
1228,70450,DOMESTIC VODKA,SEACRETS LEMON DROP VODKA - 750ML,750ML,0,24.99,,,12/16/2025
1229,42580,CHAMPAGNE,LANSON LE GREEN LABEL BRUT - 750ML,750ML,0,103.99,,,12/16/2025
1230,42879,AMERICAN WHITE,CHARLES SMITH KUNG FU GIRL RIES - 750ML,750ML,132,15.99,,,12/16/2025
1231,76573,TEQUILA,HERRADURA ULTRA ANEJO - 750ML,750ML,144,63.99,,,12/16/2025
1232,73068,BLENDED WHISKEY,JACK DANIELS BLACK LABEL - 100ML,100ML,0,3.99,,,12/16/2025
1233,312298,AMERICAN RED,BOTA BOX NIGHTHAWK BLACK - RED BLEND - 3L,3L,303,21.99,,,12/16/2025
1234,71072,ITALIAN RED WINE,RUFFINO CHIANTI - 750ML (1 Bottle),750ML,108,13.99,11.99,12/31/2025 0:00,12/16/2025
1235,162680,AMERICAN WHITE,JOEL GOTT S/BLC - 750ML,750ML,588,14.99,,,12/16/2025
1236,46618,AUSTRALIAN,FRISK PRICKLY RIES - 750ML,750ML,492,13.99,,,12/16/2025
1237,48545,DOMESTIC LIQUOR SPECIALTY,OLE SMOKY MOONSHINE APPLE PIE - 750ML,750ML,0,27.99,,,12/16/2025
1238,76074,MISCELLANEOUS IMPORTED SPIRITS,CHUM-CHURUM SOJU - 375ML,375ML,200,7.99,,,12/16/2025
1239,377461,MISCELLANEOUS IMPORTED WINE,XXL BLACKBERRY MOSCATO - 750ML,750ML,252,13.99,,,12/16/2025
1240,171046,STRAIGHT BOURBON WHISKEY,JEFFERSON'S RESERVE 100P SBRL #1065 750ML,750ML,0,61.99,,,12/16/2025
1241,29033,CANADIAN WHISKEY,BLACK VELVET CANADIAN WHISKY - 1.75L,1.75L,618,17.99,,,12/16/2025
1242,35033,DOMESTIC VODKA,SKYY VODKA - 750ML (1 Bottle),750ML,528,14.99,12.99,12/31/2025 0:00,12/16/2025
1243,166455,STRAIGHT BOURBON WHISKEY,WILD TURKEY LONGBRANCH - 750ML,750ML,132,35.99,,,12/16/2025
1244,378353,ITALIAN WHITE WINE,FIORITO PINOT GRIGIO DELLE VENEZIE - 750ML,750ML,0,10,,,12/16/2025
1245,41360,COGNAC,HENNESSY COGNAC VS - 375ML,375ML,2148,22.99,,,12/16/2025
1246,246202,AMERICAN RED,FRANK FAMILY P/NOIR - 750ML,750ML,0,37.99,,,12/16/2025
1247,340837,AMERICAN RED,R MONDAVI PR SEL BBN BRL AGED CAB 750ML,750ML,576,16.99,,,12/16/2025
1248,24133,LIQ BASED RTD,AUSTIN COCKTAILS CUCUMBER VODKA MOJITO 6/4 250ML (4-Pack),4pk,2880,13.99,,,12/16/2025
1249,247594,RED BURGUNDY WINE,RION BOURG ROUGE - 750ML,750ML,0,51.99,,,12/16/2025
1250,82447,AMERICAN RED,GHOST PINES CAB - 750ML,750ML,264,20.99,,,12/16/2025
1251,84666,AMERICAN RED,BLACK STALLION NAPA VALLEY CAB - 750ML,750ML,36,32.99,,,12/16/2025
1252,84038,AMERICAN WHITE,K JACKSON AVANT CHARD - 750ML (1 Bottle),750ML,708,16.99,14.99,12/31/2025 0:00,12/16/2025
1253,326777,AMERICAN WHITE,BREAD & BUTTER CHARD - 750ML (1 Bottle),750ML,0,16.99,12.99,12/31/2025 0:00,12/16/2025
1254,43176,DOMESTIC CORDIALS,DEKUYPER LUSCIOUS PEACHTREE - 1L,1L,336,11.99,,,12/16/2025
1255,72688,SESSION RTD,DEEP EDDY VODKA & TEA VARIETY  - RTD - 12.0Z (6-Pack),6pk,456,19.99,,,12/16/2025
1256,52072,SESSION RTD,MALIBU RUM VARIETY PACK  - RTD - 8PK - 355ML (8-Pack),8pk,2280,26.99,,,12/16/2025
1257,166517,WINE-BASED COOLERS,RANCHO LA GLORIA RTD MARGARITA - 750ML,750ML,216,11.99,,,12/16/2025
1258,89319,AMERICAN RED,TOP BOX CAB SAUV BIB 6/CS - 3L,3L,0,19.99,,,12/16/2025
1259,40460,IMPORTED CORDIALS,MACCHU PISCO - 750ML,750ML,264,23.99,,,12/16/2025
1260,103055,NEW ZEALAND,ALLAN SCOTT VYDS S/BLC - 750ML,750ML,120,21.99,,,12/16/2025
1261,54091,IMPORTED SCOTCH,BUCHANANS GREEN SEAL - 750ML,750ML,0,96.99,,,12/16/2025
1262,342446,COGNAC,MARTELL BLUE SWIFT - 750ML,750ML,264,53.99,,,12/16/2025
1263,85688,WINE CANS,DARK HORSE  BUBBLES BRUT BRUT - CAN - 375ML,375ML,108,6.99,,,12/16/2025
1264,91205,SINGLE MALT SCOTCH,GLENFIDDICH 19YR BOURBON CASK 750ML,750ML,0,187.99,,,12/16/2025
1265,380250,ITALIAN WHITE WINE,ILLUMINATI PECORINO 12/750ML,750ML,0,18.99,,,12/16/2025
1266,91569,BLENDED WHISKEY,JIM BEAM PINEAPPLE 50ML,50ML,0,1.99,,,12/16/2025
1267,89205,STRAIGHT RYE WHISKEY,WILLETT FAM EST 3YR STRAIGHT RYE WHISKEY RARE REL 108P - 50ML,50ML,0,11.39,,,12/16/2025
1268,251016,TEQUILA FLAVORS,MARGARITAVILLE GOLD TEQUILA  50ML,50ML,8160,1.19,,,12/16/2025
1269,63070,RED BORDEAUX WINE,CH SAINT SULPICE ROUGE - 750ML,750ML,204,14.99,,,12/16/2025
1270,246250,TEQUILA,MIJENTA TEQUILA BLANCO 750ML,750ML,378,41.99,,,12/16/2025
1271,14669,DOMESTIC RUM,CLANDESTINO PITORRO 750ML,750ML,0,29.99,,,12/16/2025
1272,17025,SESSION RTD,TENTH WARD GRAPEFRUIT CRUSH RTD 6/4 CANS - 250ML (4-Pack),4pk,0,12.99,,,12/16/2025
1273,47031,IMPORTED CORDIALS,COINTREAU - 375ML,375ML,0,29.99,,,12/16/2025
1274,323879,ITALIAN RED WINE,TRAMIN P/NOIR - 750ML,750ML,0,23.99,,,12/16/2025
1275,88942,LIQ BASED RTD,THE FINNISH LONG DRINK STRONG CITRUS 4/6PK - 12OZ CAN - 12.0Z (6-Pack),6pk,360,20.99,,,12/16/2025
1276,54337,SESSION RTD,TENTH WARD POMEGRANATE APPLE CRUSH 6/4 CANS - 250ML (4-Pack),4pk,0,12.99,,,12/16/2025
1277,19191,SESSION RTD,CUTWATER VODKA ICE TEA 6/4 CANS - 12.0Z (4-Pack),4pk,0,12.99,,,12/16/2025
1278,171675,TEQUILA,PUEBLO VIEJO REPOSADO 750ML,750ML,0,39.99,,,12/16/2025
1279,14679,DOMESTIC RUM,CLANDESTINO PINEAPPLE PITORRO 750ML,750ML,0,36.99,,,12/16/2025
1280,42724,DOMESTIC CORDIALS,DEKUYPER MELON LIQ - 1L,1L,0,16.99,,,12/16/2025
1281,13792,DOMESTIC RUM,OLD LINE RUM S/M CASK FINISH 750ML,750ML,0,34.99,,,12/16/2025
1282,71073,IMPORTED VODKA,SOBIESKI VODKA - 1.75L,1.75L,288,18.99,,,12/16/2025
1283,240670,DOMESTIC LIQUOR SPECIALTY,TENTH WARD DIST CO ABSINTHE NOUVELLE - 750ML,750ML,0,44.99,,,12/16/2025
1284,88812,NON-ALCOHOLIC MIXERS,STIRRINGS SIMPLE SYRUP - 12.0Z,12.0Z,150,4.99,,,12/16/2025
1285,20098,BLENDED WHISKEY,OLD LINE PRIVATE BARREL 16-0694 750ML,750ML,0,54.99,,,12/16/2025
1286,16426,DOMESTIC RUM,CLANDESTINO HONEY MANGO 750ML,750ML,0,44.99,,,12/16/2025
1287,89693,AMERICAN TABLE WINE,OLNEY WINERY GREEN APPLE WHITE - 750ML,750ML,0,15.99,,,12/16/2025
1288,380948,MISCELLANEOUS IMPORTED SPIRITS,VIAMUNDI MEZCAL ESPADIN 6/750ML,750ML,0,44.99,,,12/16/2025
1289,246475,DOMESTIC VODKA,OLD DC VODKA COMMANDERS 750ML,750ML,0,29.99,,,12/16/2025
1290,37966,SINGLE MALT SCOTCH,ARDBEG ISLAY MALT 10YR - 750ML,750ML,270,57.99,,,12/16/2025
1291,575029,DOMESTIC VODKA FLAVORS,THE BARKER CO ESPRESSO MARTINI - 700ML,700ML,0,33.99,,,12/16/2025
1292,378976,SPARKLING,CANDONI PROSECCO EXTRA DRY 12/750 - 750ML,750ML,504,15.99,,,12/16/2025
1293,242155,TEQUILA,ESPOLON REPOSADO TEQUILA - 750ML,750ML,2004,31.99,,,12/16/2025
1294,85480,AMERICAN WHITE,GLEN ELLEN RES CHARD - 1.5L,1.5L,246,12.99,,,12/16/2025
1295,168188,IMPORTED CORDIALS,BELLE DE BRILLET PEAR LIQ 700ML,700ML,0,36.99,,,12/16/2025
1296,72257,ASIAN,GEKKEIKAN PLUM WINE - 750ML,750ML,276,15.99,,,12/16/2025
1297,170975,DOMESTIC VODKA,GOOD BOY VODKA - 750ML,750ML,0,26.99,,,12/16/2025
1298,377744,TEQUILA,EL TEQUILENO REPOSADO TEQ - 750ML,750ML,0,28.99,,,12/16/2025
1299,14899,LIQ BASED RTD,CUTWATER PINA COLADA 6/4 CAN - 12.0Z (4-Pack),4pk,0,12.99,,,12/16/2025
1300,575363,STRAIGHT BOURBON WHISKEY,TUMBLIN DICE 7YR SINGLE BARREL STRAIGHT BOURBON WHISKEY MOCO - 700ML,700ML,0,63.99,,,12/16/2025
1301,89306,NON-ALCOHOLIC MIXERS,FILTHY PIRI PIRI PEPPER STUFFED OLIVES - 8OZ - 8.0Z,8.0Z,0,11.99,,,12/16/2025
1302,18798,SESSION RTD,TRULY VODKA SELTZER VARIETY 3/8 CANS - 12.0Z (8-Pack),8pk,0,18.99,,,12/16/2025
1303,81665,AUSTRALIAN,19 CRIMES THE BANISHED RED BLEND - 750ML,750ML,252,12.99,,,12/16/2025
1304,41351,IMPORTED BRANDY,RAYNAL BRANDY VSOP - 750ML,750ML,168,13.99,,,12/16/2025
1305,30965,IMPORTED CAN BEER,MODELO ORO 2/12 CAN - 12.0Z (12-Pack),12pk,3384,16.99,,,12/16/2025
1306,72666,SESSION RTD,CIROC SPRITZ PINEAPPLE PASSION RTD - CAN - 6/4PK RTD - 355ML (4-Pack),4pk,0,15.99,,,12/16/2025
1307,104,STORE SUPPLIES,FOUR BOTTLE WINE TOTE - BAG,BAG,1140,2,,,12/16/2025
1308,80330,SHERRY,TAYLOR DRY SHERRY - 1.5L,1.5L,96,15.99,,,12/16/2025
1309,31828,IMPORTED CORDIALS,JAGERMEISTER LIQUEUR - 1.75L,1.75L,426,43.99,,,12/16/2025
1310,10711,DOMESTIC CAN BEER,ATLAS PONZI 4/6 CANS - 12.0Z (6-Pack),6pk,0,12.99,,,12/16/2025
1311,381050,ITALIAN RED WINE,MAGNUM VS PASSION PEACH 750ML,750ML,612,11.99,,,12/16/2025
1312,232662,RHONE RED WINE,DOM BERTHET RAYNE CDR RGE 15 - 750ML,750ML,48,17.99,,,12/16/2025
1313,89044,AMERICAN TABLE WINE,CARLO ROSSI CHABLIS - 1.5L,1.5L,216,9.99,,,12/16/2025
1314,307930,ITALIAN RED WINE,PALLADIO CHN - 750ML,750ML,0,16.99,,,12/16/2025
1315,24128,IRISH WHISKEY,PROPER NO.TWELVE IRISH APPLE 750ML,750ML,0,23.99,,,12/16/2025
1316,335776,AMERICAN TABLE WINE,SALDO ZINFANDEL - 750ML,750ML,252,26.99,,,12/16/2025
1317,23456,IMPORTED BOTTLE BEER,CORONA LIGHT 24/12OZ LOOSE-NR - 12.0Z,12.0Z,262,39.99,,,12/16/2025
1318,80195,PORT,TAYLOR PORT - 1.5L,1.5L,450,15.99,,,12/16/2025
1319,24118,PRE-MIX COCKTAILS,JOSE CUERVO AUTHENTIC MARG TROPICAL PARADISE 1.75L,1.75L,72,14.99,,,12/16/2025
1320,88626,TEQUILA,21 SEEDS CUCUMBER JALAPENO - 750ML,750ML,222,28.99,,,12/16/2025
1321,41106,COGNAC,COURVOISIER COGNAC VS - 1.75L (1 Bottle),1.75L,324,73.99,57.99,12/31/2025 0:00,12/16/2025
1322,79642,VERMOUTH,MARTINI & ROSSI SWEET VERMOUTH - 375ML,375ML,1320,9.99,,,12/16/2025
1323,171591,SESSION RTD,MINUTE MAID SPIKED VODKA LEMONADE VAR PK 3/8PK 355ML (8-Pack),8pk,0,18.99,,,12/16/2025
1324,166497,AMERICAN TABLE WINE,FIT VINE SAUV BLC - 750ML,750ML,0,18.99,,,12/16/2025
1325,18429,DOMESTIC LIQUOR SPECIALTY,ROSIE CHEEKS CHERRY PIE 750ML,750ML,0,25.99,,,12/16/2025
1326,368296,LOIRE VALLEY WINE,SAGER AND VERDIER SANCERRE - 750ML,750ML,0,44.99,,,12/16/2025
1327,10103,STRAIGHT BOURBON WHISKEY,KNOB CREEK BOURBON 9YR - 100P - 375ML,375ML,252,20.99,,,12/16/2025
1328,380474,MISCELLANEOUS IMPORTED SPIRITS,ETSU JAPANESE HANDCRAFTED GIN 6 PK - 700ML,700ML,0,46.99,,,12/16/2025
1329,171179,STRAIGHT RYE WHISKEY,SAGAMORE MEZCAL BARREL SELECT 750ML,750ML,0,75.99,,,12/16/2025
1330,122300,AUSTRALIAN,YALUMBA Y SERIES SHZ/VIOG - 750ML,750ML,0,16.99,,,12/16/2025
1331,247331,TEQUILA,CINCO SENTIDOS JABALI-TOBALA MEZCAL - 750ML,750ML,0,153.99,,,12/16/2025
1332,341756,NEW ZEALAND,THE LITTLE SHEEP S/BLC - 750ML,750ML,156,17.99,,,12/16/2025
1333,315996,PORT,FONSECA SIROCO DRY WHITE PORT - 750ML,750ML,0,21.99,,,12/16/2025
1334,247743,DOMESTIC LIQUOR SPECIALTY,BUBBAS PANCAKE AND BACON WHISKEY - 750ML,750ML,0,23.99,,,12/16/2025
1335,247391,TEQUILA,FLECHA AZUL BLANCO TEQ - 750ML,750ML,0,49.99,,,12/16/2025
1336,30955,CIDERS,ANGRY ORCHARD SUMMER VP 2/12 CN - 12.0Z (12-Pack),12pk,0,20.99,,,12/16/2025
1337,78668,TEQUILA,CASA NOBLE ANEJO TEQUILA - 750ML,750ML,0,66.99,,,12/16/2025
