RecordID,Code,Category,Description,Size,Total Inventory,Price,Sale Price,Sale End Date,SnapshotDate
1199,297129,CHAMPAGNE,LAURENT PERRIER BRUT ROSE - 750ML,750ML,0,129.99,,,46008
1200,78668,TEQUILA,CASA NOBLE ANEJO TEQUILA - 750ML,750ML,0,66.99,,,46008
1201,361760,DOMESTIC CORDIALS,MR BOSTON PEACH SCHNAPPS - 1L - 1LTR,1LTR,360,6.99,,,46008
1202,372714,ARGENTINA,SEPTIMA MALBEC - 750ML,750ML,0,13.99,,,46008
1203,54266,MISCELLANEOUS AGAVE SPIRIT,GRAY WOLF LOBO AGAVE - 750ML,750ML,0,46.99,,,46008
1204,84157,AMERICAN WHITE,BERINGER CAL MOSCATO - 1.5L,1.5L,132,17.99,,,46008
1205,42544,DOMESTIC CORDIALS,DEKUYPER SIGN TRIPLE SEC - 1L,1L,1644,7.99,,,46008
1206,169788,SESSION RTD,MOM WATER KAREN LEMON BLUEBERRY 6/4PK 355ML (4-Pack),4pk,0,11.99,,,46008
1207,15372,AMERICAN TABLE WINE,101 NORTH MOSCATO 750ML,750ML,624,7.99,,,46008
1208,371324,STRAIGHT BOURBON WHISKEY,BOONDOCKS BOURBON 6YR PORT FINISH - 750ML,750ML,0,46.99,,,46008
1209,246256,IMPORTED CORDIALS,LICOR 43 CREME BRULEE 750ML,750ML,0,27.99,,,46008
1210,251515,SESSION RTD,ABSOLUT RTD MANGO MULE 6/4PK 12OZ CAN - 12.0Z (4-Pack),4pk,0,11.99,,,46008
1211,89010,AMERICAN TABLE WINE,CARLO ROSSI BURGUNDY - 4L,4L,400,19.99,,,46008
1212,88523,SOUR MASH WHISKEY,JACK DANIELS TRIPLE MASH 100P - 700ML,700ML,0,38.99,,,46008
1213,380101,SESSION RTD,GREENALL'S GIN & SODA BLUEBERRY RTD 6/4 CANS - 12.0Z (4-Pack),4pk,0,13.99,,,46008
1214,96083,IMPORTED BOTTLE BEER,HEINEKEN 4/6 NR - 12.0Z (6-Pack),6pk,93432,10.99,,,46008
1215,18777,DOMESTIC CAN BEER,LONE OAK KODIAK 6/4 16OZ CANS - 16.0Z (4-Pack),4pk,0,17.99,,,46008
1216,83747,AMERICAN RED,SUTTER HOME CAB - 1.5L,1.5L,1211,14.99,,,46008
1217,234502,RED BORDEAUX WINE,CH ARNAULD HAUT-MEDOC - 750ML,750ML,0,47.99,,,46008
1218,41449,AUSTRALIAN,WITHER HILLS S/BLC - 750ML,750ML,120,16.99,,,46008
1219,296976,TEQUILA,KOMOS REPOSADO ROSA - 750ML,750ML,0,109.99,,,46008
1220,24028,DOMESTIC CAN BEER,BEER FARM LOST BARRELS BA STOUT 6/4 16OZ CANS - 16.0Z (4-Pack),4pk,0,21.99,,,46008
1221,378829,TEQUILA,GRAN AGAVE GHOST ED REPOSADO TEQUILA - 750ML,750ML,0,68.99,,,46008
1222,247689,AMERICAN RED,ERATH RESPLENDENT P/NOIR - 750ML,750ML,0,23.99,,,46008
1223,88889,IMPORTED CORDIALS,AMARULA VANILLA SPICE CREAM LIQUEUR - 750ML,750ML,0,27.99,,,46008
1224,89316,STRAIGHT RYE WHISKEY,MILAM AND GREENE STRIAGHT RYE WHISKEY PORT CASKS - 750ML,750ML,0,64.99,,,46008
1225,70633,DOMESTIC RUM,LYON DISTILLING COMPANY WH RUM - 750ML,750ML,0,26.99,,,46008
1226,54288,STRAIGHT BOURBON WHISKEY,LOUTHAN DISTILLING MONTEBELLO BOURBON 750ML,750ML,0,39.99,,,46008
1227,17488,ITALIAN WHITE WINE,COPPOLA DIAMOND PROSECCO 187ML,187ML,0,5.99,,,46008
1228,72580,PRE-MIX COCKTAILS,MARGARITAVILLE CLAS LM MARG - 1.75L,1.75L,0,15.99,,,46008
1229,42260,LIQ BASED RTD,ON THE ROCKS LARIOS AVIATION RTD - 375ML (1 Bottle),375ML,228,12.99,9.99,46022,46008
1230,87335,SPARKLING,KORBEL BRUT - 1.5L,1.5L,0,36.99,,,46008
1231,38296,TEQUILA,MONTE ALBAN MEZCAL - W/WORM - 750ML,750ML,780,22.99,,,46008
1232,12976,DOMESTIC CAN BEER,ATLAS DANCE OF DAYS 4/6 CAN - 12.0Z (6-Pack),6pk,0,12.99,,,46008
1233,83950,AMERICAN RED,KING EST P/NOIR - 750ML,750ML,504,26.99,,,46008
1234,81372,AMERICAN RED,ALMADEN CAB-BIB - 5L,5L,396,23.99,,,46008
1235,241990,AMERICAN WHITE,CUPCAKE LIGHTHEARTED P/GRIGIO - 750ML,750ML,108,12.99,,,46008
1236,171354,ITALIAN RED WINE,DAMILANO BAROLO BRUNATE 750ML,750ML,0,104.99,,,46008
1237,29488,CIDERS,BOLD ROCK APPLE 4/6 NR - 12.0Z (6-Pack),6pk,2112,9.99,,,46008
1238,89753,AMERICAN BLUSH,BERINGER WH/ZIN - 750ML,750ML,432,10.99,,,46008
1239,66109,ITALIAN WHITE WINE,CAST BANFI SAN ANGELO P/GRIG - 750ML,750ML,360,19.99,,,46008
1240,57452,AMERICAN TABLE WINE,LINGANORE SPICED APPLE - SEASONAL - 750ML,750ML,0,13.99,,,46008
1241,18656,ITALIAN WHITE WINE,COPPOLA DIAMOND ROSE PROSECCO 750ML,750ML,576,18.99,,,46008
1242,69891,MISCELLANEOUS IMPORTED WINE,IMPERO MONTEPULCIANO ALATRI 750ML,750ML,132,10.99,,,46008
1243,82682,IMPORTED VODKA,STOLICHNAYA VODKA BLUEBERI 750ML,750ML,0,21.99,,,46008
1244,18757,AMERICAN RED,BLACK ANKLE ROLLING HILLS 750ML,750ML,0,49.99,,,46008
1245,20087,AMERICAN RED,BULLY HILL LOVE MY GOAT RED - 750ML,750ML,0,12.99,,,46008
1246,14117,IMPORTED VODKA,CHOPIN VODKA 750ML,750ML,276,29.99,,,46008
1247,246309,IMPORTED CORDIALS,MOLLY'S IRISH CREAM LIQUEUR 750ML,750ML,0,14.99,,,46008
1248,42611,IRISH WHISKEY,SILKIE DARK IRISH WHISKEY - 50ML,50ML,0,6.59,,,46008
1249,246517,AMERICAN WHITE,DROP OF SUNSHINE CHARD - 750ML,750ML,0,19.99,,,46008
1250,10112,DOMESTIC BOTTLE BEER,ALLAGASH WHITE 4/6 NR - 12.0Z (6-Pack),6pk,2952,12.99,,,46008
1251,339489,MISCELLANEOUS IMPORTED WINE,MASSAYA ROSE - 750ML,750ML,0,23.99,,,46008
1252,80458,IMPORTED VODKA FLAVORS,SVEDKA VODKA MANGO PINEAPPLE - 1.75L,1.75L,150,21.99,,,46008
1253,166281,AMERICAN BLUSH,K JACKSON VINT RES ROSE - 750ML (1 Bottle),750ML,780,16.99,13.99,46022,46008
1254,89777,LIQ BASED RTD,TIP TOP ESPRESSO MARTINI COCKT RTD 6/4PK - 100ML (4-Pack),4pk,0,23.99,,,46008
1255,19114,LIQ BASED RTD,CUTWATER MARGARITA VP 2/12 200ML CANS (12-Pack),12pk,0,27.99,,,46008
1256,13188,AMERICAN RED,YELLOW TAIL SHZ/CAB 750ML,750ML,0,8.99,,,46008
1257,22780,IMPORTED VODKA FLAVORS,GREY GOOSE VODKA - L'ORANGE - 1L,1L,0,44.99,,,46008
1258,68034,TEQUILA,HERRADURA LEGEND ANEJO - 750ML,750ML,0,109.99,,,46008
1259,54444,IMPORTED SCOTCH,JOHNNIE WALKER BLACK - ICE MOLD & GLASS -750ML,750ML,0,39.99,,,46008
1260,166663,NON-ALCOHOLIC MIXERS,AGALIMA MARGARITA MIX - 1L,1L,630,10.99,,,46008
1261,54232,DOMESTIC CAN BEER,BEER FARM SUMMER PEACH CIDER 4/6 CAN - 12.0Z (6-Pack),6pk,0,13.99,,,46008
1262,247874,SPARKLING,ZOU LIMOUX DEMI SEC SPARK - 750ML,750ML,0,24.99,,,46008
1263,52574,SPARKLING,COPPOLA SOFIA BL/BL - 750ML,750ML,96,19.99,,,46008
1264,170796,TEQUILA,GRAND MAYAN SILVER TEQUILA 750ML,750ML,0,91.99,,,46008
1265,88459,WINE-BASED COOLERS,LIQS MANGO 1.5L - RTD,1.5L,0,14.99,,,46008
1266,88908,TEQUILA,CASA DEL SOL REPOSADO TEQUILA - 750ML,750ML,0,74.99,,,46008
1267,88860,DOMESTIC VODKA,STEEL BLU GLUTEEN FREE VODKA - 50ML,50ML,0,1.99,,,46008
1268,78385,IMPORTED RUM,CAPTAIN MORGAN 100 PROOF RUM - 750ML,750ML,372,18.99,,,46008
1269,380812,AMERICAN RED,BJORNSON PINOT NOIR - 750ML,750ML,0,29.99,,,46008
1270,242142,AMERICAN BLUSH,COPPOLA DIAMOND ROSE 750ML,750ML,192,15.99,,,46008
1271,88618,SPARKLING,LA MARCA PROSECCO ROSE - 187ML,187ML,720,6.99,,,46008
1272,16746,DOMESTIC CAN BEER,DENIZENS COOL BREEZE OATMEAL STOUT 4/6 CANS - 12.0Z (6-Pack),6pk,3240,11.99,,,46008
1273,38903,IMPORTED RUM FLAVORS,CAPTAIN MORGAN SPICED RUM - 375ML,375ML,504,10.99,,,46008
1274,46464,ITALIAN RED WINE,PICCINI CHN CL - 750ML,750ML,0,19.99,,,46008
1275,45964,IMPORTED VODKA,CIROC LUXURY VODKA - 50ML,50ML,0,4.29,,,46008
1276,94390,DOMESTIC BOTTLE BEER,SIERRA NEVADA PALE ALE 4/6 NR - 12.0Z (6-Pack),6pk,12792,10.99,,,46008
1277,71793,SESSION RTD,HIGH NOON SUN SIPS WATERMELON  - RTD - 6/4PK - 355ML (4-Pack),4pk,3288,10.99,,,46008
1278,40438,IMPORTED SCOTCH,GLENLIVET 12YR - 50ML,50ML,0,4.89,,,46008
1279,84240,AMERICAN WHITE,APOTHIC CAL WHITE BLEND - 750ML,750ML,348,12.99,,,46008
1280,26573,SOUR MASH WHISKEY,JACK DANIELS BLACK - 1L,1L,288,37.99,,,46008
1281,87190,AMERICAN WHITE,ST FRANCIS SONOMA CHARD 750ML,750ML,444,18.99,,,46008
1282,15246,DOMESTIC CAN BEER,LONE OAK PEACH HARD SELTZER  6/4 16OZ CANS - 16.0Z (4-Pack),4pk,0,13.99,,,46008
1283,355102,AMERICAN RED,MARTIN RAY NAPA CAB - 750ML,750ML,216,29.99,,,46008
1284,47791,TEQUILA,PATRON SILVER TEQ - 50ML,50ML,0,6.39,,,46008
1285,49030,AMERICAN RED,CHAPPELLET NAPA CAB - 750ML,750ML,0,116.99,,,46008
1286,97578,DOMESTIC BOTTLE BEER,BUD 24/12 PREPRINT LSE NR - 12.0Z,12.0Z,38,35.99,,,46008
1287,89518,SESSION RTD,HIGH NOON SUN SIPS TEQUILA FIESTA -355ML- RTD (8-Pack),8pk,3216,21.99,,,46008
1288,50997,IMPORTED CORDIALS,BAILEYS IRISH CREAM - 375ML,375ML,204,19.99,,,46008
1289,247781,NON-ALCOHOLIC MIXERS,ST AGRESTIS PHONY ESPRESSO NEGRONI NA 16/2PK - 200ML NR (2-Pack),2pk,0,9.99,,,46008
1290,299964,TEQUILA,CASAMIGOS TEQUILA ANEJO - 1L,1L,258,76.99,,,46008
1291,14671,DOMESTIC RUM,CLANDESTINO TRADITIONAL PITORRO 750ML,750ML,0,36.99,,,46008
1292,73594,BLENDED WHISKEY,JACK DANIELS WINTER JACK - 750ML,750ML,0,16.99,,,46008
1293,54272,STRAIGHT BOURBON WHISKEY,FALLEN OAK BOURBON - 750ML,750ML,0,46.99,,,46008
1294,42102,DOMESTIC CORDIALS,MR BOSTON'S - BLACK RASPBERRY - 1L,1L,0,6.99,,,46008
1295,54205,IMPORTED CORDIALS,BAILEYS CHURROS LIQUEUR - 50ML,50ML,0,3.49,,,46008
1296,71522,SINGLE MALT SCOTCH,GLENMORANGIE QUINTA RUBAN 14YR - 750ML,750ML,0,79.99,,,46008
1297,242090,IMPORTED RUM,DIPLOMATICO RES EXLCUSIVA - VAP 750ML,750ML,0,42.99,,,46008
1298,14633,AMERICAN SINGLE MALT,OLD LINE SINGLE MALT GOLDEN EDITION 750ML,750ML,0,92.99,,,46008
1299,54284,DOMESTIC RUM FLAVORS,TRENDSETTERS SPIRITS MANGO-PINEAPPLE RUM 750ML,750ML,0,21.99,,,46008
1300,232044,AMERICAN RED,CONCRETE CAB - 750ML,750ML,0,17.99,,,46008
1301,78298,ARGENTINA,TERRAZAS RES MALBEC - 750ML,750ML,552,22.99,,,46008
1302,54326,DOMESTIC RUM,TRENDSETTERS SPIRITS HONEY MAPLE RUM 750ML,750ML,0,21.99,,,46008
1303,91071,LIQ BASED RTD,ON THE ROCKS PEAR WHSKY SOUR RTD 375ML,375ML,0,11.99,,,46008
1304,166853,AMERICAN BLUSH,SUTTER HOME FRUIT INFUSION PEACH 12/750ML,750ML,0,6.99,,,46008
1305,89352,STRAIGHT BOURBON WHISKEY,2XO AMERICAN OAK KY STRAIGHT BOURB WHISKEY - 750ML,750ML,0,43.99,,,46008
1306,86240,KOSHER,BARON HERZOG WH/ZIN - 750ML,750ML,276,10.99,,,46008
1307,298072,STRAIGHT RYE WHISKEY,BALLOTIN CHOC MOCHA WHISKEY CREAM 750ML,750ML,0,28.99,,,46008
1308,54091,IMPORTED SCOTCH,BUCHANANS GREEN SEAL - 750ML,750ML,0,96.99,,,46008
1309,336270,NON-ALCOHOLIC WINE,STELLA ROSA ROSE NA - 750ML,750ML,0,13.99,,,46008
1310,70912,RED BURGUNDY WINE,DUBOEUF BEAUJOLAIS NOUVEAU 750ML,750ML,0,14.99,,,46008
1311,380948,MISCELLANEOUS IMPORTED SPIRITS,VIAMUNDI MEZCAL ESPADIN 6/750ML,750ML,0,44.99,,,46008
1312,13501,TEQUILA,HORNITOS REPOSADO 750ML,750ML,384,28.99,,,46008
1313,42479,LIQ BASED RTD,BUZZBALLZ COCKTAILS WATERMELON SMASH - 200ML,200ML,1392,2.99,,,46008
1314,321808,ARGENTINA,LIBERTY CREEK ARGENTINA MOSCATO - 1.5L,1.5L,102,10.99,,,46008
1315,87711,WHITE BORDEAUX WINE,LA PETIT FROG PICPOUL 4/CS - 3L,3L,16,37.99,,,46008
1316,16413,DOMESTIC CAN BEER,SILVER BRANCH SEASONAL SERIES 4/6 CANS - 12.0Z (6-Pack),6pk,0,13.99,,,46008
1317,83321,AMERICAN RED,K JACKSON VINT RES ZIN - 750ML,750ML,468,17.99,,,46008
1318,54135,IMPORTED SCOTCH,GLENMORANGIE TRIPLE CASK RES - 750ML,750ML,132,37.99,,,46008
1319,338993,AMERICAN RED,FREEMARK ABBEY MER - 750ML,750ML,0,35.99,,,46008
1320,366300,DOMESTIC RUM FLAVORS,SEACRETS PUMPKIN SPICED RUM - 750ML,750ML,0,34.99,,,46008
1321,11746,STRAIGHT BOURBON WHISKEY,MAKER'S MARK 90P - 750ML (1 Bottle),750ML,408,27.99,24.99,46022,46008
1322,43373,RHONE RED WINE,ST COSME CDR - 750ML,750ML,240,22.99,,,46008
1323,235620,NEW ZEALAND,OYSTER BAY PINOT GRIGIO - 750ML,750ML,72,16.99,,,46008
1324,89906,TEQUILA,PATRON AHUMADO SILVER TEQ - 750ML,750ML,0,59.99,,,46008
1325,66125,ITALIAN WHITE WINE,CAVIT P/GRIG - 1.5L,1.5L,4212,23.99,,,46008
1326,171641,AMERICAN RED,CAPRICCIO BUBBLY SANGRIA RED - 750ML,750ML,372,11.99,,,46008
1327,170760,SESSION RTD,DEWEY CRUSH ORANGE CRUSH VODKA RTD 6/4PK 355ML CAN (4-Pack),4pk,0,15.99,,,46008
1328,42449,TEQUILA,LOBOS 1707 REPOSADO TEQUILA - 750ML (1 Bottle),750ML,0,51.99,43.99,46022,46008
1329,14001,AMERICAN RED,ESTANCIA P/NOIR - 750ML,750ML,156,14.99,,,46008
1330,50482,IMPORTED CORDIALS,CHAMBORD ROYALE LIQUEUR - 50ML,50ML,0,2.99,,,46008
1331,43101,DOMESTIC LIQUOR SPECIALTY,FIREBALL BLAZIN APPLE WHISKY 12/10PK - 50ML (10-Pack),10pk,0,9.99,,,46008
1332,21610,IMPORTED RUM,DON Q RUM - CRISTAL - 1.75L,1.75L,354,19.99,,,46008
1333,96180,MALT BASE COOLERS,MIKES VARIETY 12 PK NR - 11.2Z (12-Pack),12pk,11496,23.99,,,46008
1334,171258,DOMESTIC VODKA FLAVORS,WHIPSHOTS PUMPKIN SPICE INFUSED WHIPPED CREAM VODKA 200ML,200ML,0,13.99,,,46008
1335,73066,STRAIGHT BOURBON WHISKEY,OLD FORESTER 1920 - 115 -20376 - 750ML (1 Bottle),750ML,0,59.99,52.99,46022,46008
1336,108,STORE SUPPLIES,WINE GIFT TOTE 4 BOTTLE - BAG,BAG,0,3.49,,,46008
1337,18804,SESSION RTD,TRULY VODKA SELTZER CHERRY LIME 6/4 CANS - 12.0Z (4-Pack),4pk,0,9.99,,,46008
1338,18433,DOMESTIC LIQUOR SPECIALTY,ROSIE CHEEKS SIPPIN APPLE 750ML,750ML,0,25.99,,,46008
1339,26751,SOUR MASH WHISKEY,JACK DANIELS BLACK - 200ML,200ML,2448,7.99,,,46008
1340,319764,NON-ALCOHOLIC WINE,ANGOSTURA BITTERS 48CS - 4OZ - 4.0Z,4.0Z,0,16.99,,,46008
1341,89287,BLENDED WHISKEY,2XO SNEAKERHEAD BLEND BOURBON - 750ML,750ML,0,92.99,,,46008
1342,41319,COGNAC,HENNESSY COGNAC VS - 50ML,50ML,0,5.99,,,46008
1343,88918,TEQUILA,EL TEQUILENO ANEJO GRAN RESERVA TEQ - 750ML,750ML,0,86.99,,,46008
1344,353712,SPANISH/PORTUGUESE,NEKORA VERDEJO - 750ML,750ML,0,17.99,,,46008
1345,356468,STRAIGHT BOURBON WHISKEY,LAWS 4 GRAIN STRAIGHT BOURBON - 750ML,750ML,0,58.99,,,46008
1346,170198,STRAIGHT BOURBON WHISKEY,FIELD & SOUND BIB WHEATED BOURBON 750ML,750ML,0,61.99,,,46008
1347,60232,WHITE BURGUNDY WINE,JADOT POUILLY FUISSE V 750ML,750ML,0,34.99,,,46008
1348,43183,ITALIAN WHITE WINE,SANTA MARGHERITA PROSECCO 750ML,750ML,450,26.99,,,46008
1349,246105,NON-ALCOHOLIC MIXERS,TRES AGAVES ORGANIC PALOMA MIX 1L,1L,0,9.99,,,46008
1350,41974,STRAIGHT RYE WHISKEY,WILLETT FAM EST 4YR SMALL BATCH STRAIGHT RYE WHISKEY - 750ML (1 Bottle),750ML,258,77.99,64.99,46022,46008
1351,14898,SESSION RTD,CUTWATER VODKA TRANSFUSION 6/4 CAN - 12.0Z (4-Pack),4pk,0,12.99,,,46008
1352,41416,IMPORTED BRANDY,ST REMY BRANDY VSOP - 1.75L,1.75L,252,29.99,,,46008
1353,11797,STRAIGHT BOURBON WHISKEY,JIM BEAM WHITE - 200ML,200ML,1248,6.99,,,46008
1354,359416,AMERICAN RED,EQUOIA PINOT NOIR - 750ML,750ML,420,15.99,,,46008
1355,72275,TEQUILA,CASAMIGOS MEZCAL TEQUILA - COASTER - 750ML,750ML,0,58.99,,,46008
1356,76768,IMPORTED CORDIALS,CHAMBORD ROYALE LIQUEUR - 700ML,700ML,624,34.99,,,46008
1357,166658,TEQUILA,ESPOLON BLANCO TEQ 1.75L,1.75L,366,57.99,,,46008
1358,70549,TEQUILA,EXOTICO REPOSADO TEQ - 750ML,750ML,420,18.99,,,46008
1359,341007,SPANISH/PORTUGUESE,BODEGAS EGO FUERZA JUMILLA - 750ML,750ML,216,14.99,,,46008
1360,169565,DOMESTIC DESSERT WINE,OPICI MADEIRA 3L - 3LTR,3LTR,0,30.99,,,46008
1361,311347,AMERICAN RED,SEAN MINOR CARNEROS PINOT - 750ML,750ML,0,24.99,,,46008
1362,574787,DOMESTIC GIN,CONNIPTION NAVY STRENGTH GIN - 750ML,750ML,0,44.99,,,46008
1363,354874,ITALIAN WHITE WINE,FIT VINE PROSECCO SPUMANTE BRUT - 750ML,750ML,0,22.99,,,46008
1364,89330,AMERICAN RED,TOP BOX RED BLEND BIB 6/CS - 3L,3L,0,19.99,,,46008
1365,82026,AMERICAN RED,CK MONDAVI CAB - 750ML,750ML,0,8.99,,,46008
1366,54252,AMERICAN WHITE,NOIR SUNSHINE LEGACY SAUV BLANC - 750ML,750ML,0,47.49,,,46008
1367,171046,STRAIGHT BOURBON WHISKEY,JEFFERSON'S RESERVE 100P SBRL #1065 750ML,750ML,0,61.99,,,46008
1368,78679,TEQUILA,CASA NOBLE TEQUILA BLANCO 750ML,750ML,162,39.99,,,46008
1369,54134,IMPORTED VODKA,BELVEDERE VODKA - B10 ORGANIC - 750ML,750ML,0,128.99,,,46008
1370,79340,SPARKLING,FREIXENET CORDON NEGRO BRUT - 1.5L,1.5L,0,31.99,,,46008
1371,23213,DOMESTIC BRANDY,P MASSON BRANDY VS - 375ML,375ML,264,6.99,,,46008
1372,107,RETAIL ACCESSORIES,JIGGER MEASURE SHOT GLASS - BAG,BAG,480,1.69,,,46008
1373,171860,IRISH WHISKEY,JOHN L SULLIVAN IRISH WHISKEY 750ML,750ML,0,28.99,,,46008
1374,167857,DOMESTIC VODKA,SCOTTY'S VODKA 375ML,375ML,0,6.99,,,46008
1375,171670,DOMESTIC VODKA,GEORGES ORGANIC VODKA 750ML,750ML,0,11.99,,,46008
1376,54313,MISCELLANEOUS IMPORTED SPIRITS,OVERSEA AGED BAIJIU - 750ML,750ML,0,39.99,,,46008
1377,14558,AMERICAN TABLE WINE,BOTA BOX BREEZE RED BLEND 3L,3L,144,21.99,,,46008
1378,14413,LIQ BASED RTD,BUTTERFLY BERRY VODKA SODA 6/4 CANS - 355ML (4-Pack),4pk,0,14.99,,,46008
1379,70462,DOMESTIC VODKA,SEACRETS VODKA - 750ML,750ML,0,24.99,,,46008
1380,166799,SINGLE MALT SCOTCH,GLEN GRANT 15YR SINGLE MALT SCOTCH - 750ML,750ML,0,74.99,,,46008
1381,18803,LIQ BASED RTD,BUTTERFLY LEMON LIME VODKA SODA RTD 6/4 CANS - 355ML (4-Pack),4pk,0,14.99,,,46008
1382,54289,BLENDED WHISKEY,TWIN VALLEY DIRTY APPLES - 750ML,750ML,0,11.99,,,46008
1383,241726,STRAIGHT BOURBON WHISKEY,RABBIT HOLE DARERINGER SHERRY CASK BOURBON - 750ML,750ML,0,82.99,,,46008
1384,73934,STRAIGHT BOURBON WHISKEY,OLD FORESTER STATESMAN BOURBON - 750ML,750ML,0,55.99,,,46008
1385,88382,AMERICAN WHITE,APOTHIC CAL CHARD - 750ML,750ML,144,12.99,,,46008
1386,52930,AMERICAN WHITE,ESTANCIA CAL P/GRIG - 750ML,750ML,144,14.99,,,46008
1387,80657,CHILE,CYT FRONTERA CAB - 750ML,750ML,108,7.99,,,46008
1388,44501,ITALIAN RED WINE,LAYER CAKE PRIMITIVO 750ML,750ML,0,16.99,,,46008
1389,43679,AMERICAN WHITE,CLINE VIOG - 750ML,750ML,420,15.99,,,46008
1390,241952,TEQUILA,MI CAMPO BLANCO TEQUILA - 750ML,750ML,1428,21.99,,,46008
1391,72169,SESSION RTD,KETEL ONE BOTANICAL GRAPEFRUIT ROSE  -  RTD- - 355ML (4-Pack),4pk,0,15.99,,,46008
1392,297202,AMERICAN RED,BLOODROOT PINOT NOIR 750ML,750ML,0,25.99,,,46008
1393,26639,DOMESTIC CAN BEER,DC BRAU CORRUPTION IPA 4/6 12.0Z CAN (6-Pack),6pk,3072,10.99,,,46008
1394,44250,ARGENTINA,ALMA NEGRA RED - 750ML,750ML,0,23.99,,,46008
1395,47445,IMPORTED VODKA FLAVORS,VAN GOGH VODKA - ACAI BLUEBERRY - 750ML,750ML,0,23.99,,,46008
1396,74978,IMPORTED CORDIALS,CARAVEDO ACHOLADO PISCO - 750ML,750ML,0,28.99,,,46008
1397,66985,DOMESTIC BOTTLE BEER,FLYING DOG DBL DOG JUICY 4/6 NR - 12.0Z (6-Pack),6pk,5040,15.99,,,46008
1398,320886,FRANCE-OTHER,LE JADE S/BLC - 750ML,750ML,0,13.99,,,46008
1399,13869,LIQ BASED RTD,CUTWATER LIME MARGARITA 6/4 CAN - 12.0Z (4-Pack),4pk,0,12.99,,,46008
1400,75009,IMPORTED CORDIALS,BAILEYS ALMANDE - 750ML,750ML,0,31.99,,,46008
1401,357804,AMERICAN RED,A TO Z OREGON P/NOIR - 750ML,750ML,240,22.99,,,46008
1402,55182,PRE-MIX COCKTAILS,CHI-CHI'S MEXICAN MUDSLIDE - 1.75L,1.75L,396,9.99,,,46008
1403,51080,IMPORTED CORDIALS,DRAMBUIE LIQUEUR - 750ML,750ML,288,37.99,,,46008
1404,89766,SESSION RTD,GIN & JUICE COCKT MIX PK (DRE/SNOOP) 3/8PK - 355ML (8-Pack),8pk,0,25.99,,,46008
1405,427413,ITALIAN WHITE WINE,TERLANO PINOT GRIG - 750ML,750ML,300,26.99,,,46008
1406,65293,ITALIAN RED WINE,BELMONDO MER - 750ML,750ML,0,9.79,,,46008
1407,72010,AUSTRALIAN,LINDEMANS BIN 45 CAB - 1.5L,1.5L,192,15.99,,,46008
1408,83666,AMERICAN WHITE,CH ST MICH GEWURTZTRAMINER - 750ML,750ML,552,15.99,,,46008
1409,88807,LIQ BASED RTD,BUZZBALLZ COCKTAILS BIGGIES GRAPES GONE WILD - 1.75L,1.75L,0,19.99,,,46008
1410,70504,DOMESTIC BRANDY,PAUL MASSON BRANDY - PEACH - 750ML,750ML,288,11.99,,,46008
1411,323879,ITALIAN RED WINE,TRAMIN P/NOIR - 750ML,750ML,0,23.99,,,46008
1412,357670,AMERICAN RED,CONTINUUM RED BLEND WOOD CASE - 750ML,750ML,0,348.99,,,46008
1413,40824,ITALIAN RED WINE,DAMILANO BAROLO - 750ML,750ML,0,53.99,,,46008
1414,54238,AMERICAN BLUSH,METZGER WINERY POMONA ROSE 750ML,750ML,0,34.99,,,46008
1415,57908,IMPORTED SCOTCH,JOHNNIE WALKER BLACK W/2 GLASSES VAP - 750ML,750ML,0,39.99,,,46008
1416,54302,LIQ BASED RTD,CLANDESTINO EL MORRO 6/4 CANS - 250ML (4-Pack),4pk,0,21.99,,,46008
1417,239538,MISCELLANEOUS IMPORTED SPIRITS,JINRO 24 SOJU - 375ML,375ML,0,7.99,,,46008
1418,69545,DOMESTIC CAN BEER,7 LOCKS PAINT BRANCH BOHEMIAN PILSNER 4/6 CANS - 12.0Z (6-Pack),6pk,0,13.99,,,46008
1419,21903,AMERICAN RED,ST SUPERY NAPA CAB - 750ML,750ML,0,49.99,,,46008
1420,82584,WINE BASED SELTZER,BAREFOOT REFRESH CRISP WHITE - CAN - 250ML (4-Pack),4pk,0,8.99,,,46008
1421,54332,STRAIGHT BOURBON WHISKEY,OLD JOE 1818 SMALL BATCH - 750ML,750ML,0,45.99,,,46008
1422,54276,BLENDED WHISKEY,FALLEN OAK MAPLE WHISKEY - 750ML,750ML,0,38.99,,,46008
1423,170260,STRAIGHT RYE WHISKEY,SAGAMORE SPIRIT RYE BARREL 121 750ML,750ML,0,61.99,,,46008
1424,89120,DOMESTIC VODKA,LYTOS PREM VODKA - 750ML,750ML,0,16.99,,,46008
1425,20118,DOMESTIC LIQUOR SPECIALTY,FORDHAM LEE ORANGE DREAMSICLE CREAM LIQUOR 750ML,750ML,0,21.99,,,46008
1426,353468,SPARKLING,LALUCA VALDOBBIADENE PROSECCO - 750ML,750ML,0,26.99,,,46008
1427,42445,TEQUILA,LOBOS 1707 JOVEN TEQUILA - 750ML (1 Bottle),750ML,0,52.99,44.99,46022,46008
1428,4707,DOMESTIC CAN BEER,YUENGLING LAGER LOOSE CAN - 12.0Z,12.0Z,1335,24.99,,,46008
1429,422304,NEW ZEALAND,KIM CRAWFORD S/BLC - 375ML,375ML,300,12.99,,,46008
1430,72326,TEQUILA,MILAGRO TEQUILA - SILVER - 1.75L (1 Bottle),1.75L,84,59.99,49.99,46022,46008
